,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
101942,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-08-14,87461,14227,31665,    1917,     649,    -806
101943,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-08-07,85544,13578,32471,    3115,    -394,     619
101944,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-07-31,82429,13972,31852,   -4803,   -1073,   -4777
101945,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-07-24,87232,15045,36629,    5926,      76,    1224
101946,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-07-17,81306,14969,35405,    -909,   -1157,   -1201
101947,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-07-10,82215,16126,36606,   -1185,   -1092,    -648
101948,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-07-03,83400,17218,37254,   -6148,    -618,   -3600
101949,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-06-26,89548,17836,40854,    1150,     323,    1895
101950,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-06-19,88398,17513,38959,    3231,    1493,    3011
101951,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-06-12,85167,16020,35948,    8892,    2570,    7508
101952,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-06-05,76275,13450,28440,    3625,    -715,    6865
101953,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-05-29,72650,14165,21575,    1983,      99,      28
101954,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-05-22,70667,14066,21547,   -6650,    -965,  -11856
101955,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-05-15,77317,15031,33403,    6108,    1596,    5237
101956,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-05-08,71209,13435,28166,   -3968,   -1252,   -3387
101957,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-05-01,75177,14687,31553,   -5362,    -648,   -3099
101958,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-04-24,80539,15335,34652,   -4027,    -603,   -3459
101959,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-04-17,84566,15938,38111,   -3285,     139,    1068
101960,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-04-10,87851,15799,37043,    1864,    -252,    2611
101961,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-04-03,85987,16051,34432,    1154,    1472,    4236
101962,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-03-27,84833,14579,30196,    4375,     231,    2661
101963,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-03-20,80458,14348,27535,   10579,    3895,    9463
101964,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-03-13,69879,10453,18072,   -2094,   -2176,    -647
101965,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-03-06,71973,12629,18719,   -8223,   -3822,  -10478
101966,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-02-27,80196,16451,29197,    5595,    3820,    8397
101967,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-02-20,74601,12631,20800,    -539,     599,     310
101968,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-02-13,75140,12032,20490,    -593,     124,    2039
101969,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-02-06,75733,11908,18451,   -1887,    -394,    1248
101970,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-01-30,77620,12302,17203,     280,     211,     594
101971,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-01-23,77340,12091,16609,   -4746,   -4304,   -5096
101972,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-01-16,82086,16395,21705,    2575,     627,     236
101973,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-01-09,79511,15768,21469,    7776,    2248,    5798
101974,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-01-02,71735,13520,15671,    2579,     715,    3930
101975,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-12-26,69156,12805,11741,     634,     450,    2145
101976,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-12-19,68522,12355,9596,    -143,    1091,    -353
101977,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-12-12,68665,11264,9949,   -5118,     480,   -6157
101978,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-12-05,73783,10784,16106,   -1023,     766,   -4974
101979,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-11-28,74806,10018,21080,   -1773,    -321,   -2921
101980,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-11-21,76579,10339,24001,    1188,    -453,    2307
101981,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-11-14,75391,10792,21694,    2729,    -437,    3988
101982,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-11-07,72662,11229,17706,    2422,    1513,    2452
101983,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-10-31,70240,9716,15254,   -3189,   -2303,    5334
101984,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-10-24,73429,12019,9920,      52,   -4130,    2647
101985,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-10-17,73377,16149,7273,    -557,   -3299,    1795
101986,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-10-10,73934,19448,5478,   -2657,   -4542,     -76
101987,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-10-03,76591,23990,5554,   -7258,  -10371,    -805
101988,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-09-26,83849,34361,6359,   -2587,    -924,     -90
101989,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-09-19,86436,35285,6449,    2370,    3542,     243
101990,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-09-12,84066,31743,6206,    3086,    3309,     411
101991,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-09-05,80980,28434,5795,    1115,    4486,      25
101992,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-08-29,79865,23948,5770,    4540,    2937,    -687
101993,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-08-22,75325,21011,6457,   -3625,   -2972,    -165
101994,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-08-15,78950,23983,6622,   -3175,    -769,    -325
101995,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-08-08,82125,24752,6947,      61,     775,     640
101996,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-08-01,82064,23977,6307,    5099,    2939,    1314
101997,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-07-25,76965,21038,4993,    7884,    7432,    1901
101998,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-07-18,69081,13606,3092,    4327,    5588,    -378
101999,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-07-11,64754,8018,3470,    -506,    1391,     411
102000,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-07-05,65260,6627,3059,    3104,   -1147,      62
102001,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-06-27,62156,7774,2997,     688,    -864,    -719
102002,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-06-20,61468,8638,3716,   -3994,    1664,   -2758
102003,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-06-13,65462,6974,6474,    1496,    -737,    2143
102004,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-06-06,63966,7711,4331,   -2333,   -5552,    -903
102005,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-05-30,66299,13263,5234,   -4570,   -1871,     397
102006,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-05-23,70869,15134,4837,     373,     289,    1061
102007,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-05-16,70496,14845,3776,    1230,    2358,    -961
102008,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-05-09,69266,12487,4737,      55,    2654,   -5418
102009,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-05-02,69211,9833,10155,   -3522,   -1057,   -4368
102010,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-04-25,72733,10890,14523,   -6177,    -477,   -3722
102011,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-04-18,78910,11367,18245,    1841,    -479,    3473
102012,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-04-11,77069,11846,14772,    5317,   -1253,    4223
102013,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-04-04,71752,13099,10549,    3030,    1072,    2456
102014,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-03-28,68722,12027,8093,    -602,    -807,     267
102015,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-03-21,69324,12834,7826,    2037,     545,   -2246
102016,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-03-14,67287,12289,10072,     535,    -654,    1683
102017,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-03-07,66752,12943,8389,   -1595,     956,    1838
102018,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-02-29,68347,11987,6551,   -4178,   -4928,    3397
102019,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-02-22,72525,16915,3154,    -466,   -1085,     625
102020,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-02-15,72991,18000,2529,   -2056,     -24,    -570
102021,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-02-08,75047,18024,3099,   -2403,   -4782,    1240
102022,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-02-01,77450,22806,1859,   -6228,   -5878,    -757
102023,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-01-25,83678,28684,2616,   -2659,   -1949,    -398
102024,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-01-18,86337,30633,3014,    8881,    7044,    1753
102025,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-01-11,77456,23589,1261,    1892,    1031,      77
102026,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2000-01-04,75564,22558,1184,     922,    1539,    -248
102027,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-12-28,74642,21019,1432,     558,     747,    -798
102028,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-12-21,74084,20272,2230,    8328,    9137,   -2694
102029,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-12-14,65756,11135,4924,    -300,    -804,     678
102030,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-12-07,66056,11939,4246,   -2004,    -508,    1921
102031,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-11-30,68060,12447,2325,   -1324,     588,   -2795
102032,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-11-23,69384,11859,5120,    1902,    -509,     596
102033,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-11-16,67482,12368,4524,   -1773,   -2671,    2071
102034,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-11-09,69255,15039,2453,     218,    -329,      53
102035,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-11-02,69037,15368,2400,   -1513,    -554,     765
102036,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-10-26,70550,15922,1635,    1196,     593,   -1347
102037,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-10-19,69354,15329,2982,   -3188,   -1497,    -883
102038,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-10-12,72542,16826,3865,   -4935,   -5918,    1961
102039,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-10-05,77477,22744,1904,    -882,   -2128,   -1083
102040,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-09-28,78359,24872,2987,   -4710,   -5111,   -1419
102041,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-09-21,83069,29983,4406,     563,    2749,     136
102042,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-09-14,82506,27234,4270,    3660,    2056,    1191
102043,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-09-07,78846,25178,3079,    9364,    7413,     486
102044,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-08-31,69482,17765,2593,    3208,     223,   -3619
102045,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-08-24,66274,17542,6212,   -5470,   -3984,   -1506
102046,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-08-17,71744,21526,7718,    -713,    1486,    -279
102047,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-08-10,72457,20040,7997,    1880,    1164,    1138
102048,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-08-03,70577,18876,6859,   -3578,   -2145,     705
102049,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-07-27,74155,21021,6154,   -3748,   -2015,   -1335
102050,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-07-20,77903,23036,7489,     934,     182,    -504
102051,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-07-13,76969,22854,7993,    3214,    2514,    -465
102052,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-07-06,73755,20340,8458,    4744,    8330,     140
102053,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-06-29,69011,12010,8318,   -1828,   -1159,   -5477
102054,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-06-22,70839,13169,13795,   -1154,     347,   -2192
102055,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-06-15,71993,12822,15987,     181,   -2185,    1429
102056,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-06-08,71812,15007,14558,    2698,     591,    3844
102057,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-06-01,69114,14416,10714,     104,   -4510,    6995
102058,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-05-25,69010,18926,3719,  -10145,  -10634,   -1425
102059,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-05-18,79155,29560,5144,   -2466,    -391,    -731
102060,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-05-11,81621,29951,5875,    3225,    2295,   -1332
102061,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-05-04,78396,27656,7207,    3372,    4851,      80
102062,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-04-27,75024,22805,7127,    5118,    4312,      58
102063,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-04-20,69906,18493,7069,    4419,    5781,   -9152
102064,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-04-13,65487,12712,16221,   -3652,    -379,   -3795
102065,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-04-06,69139,13091,20016,   -3401,    -764,     465
102066,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-03-30,72540,13855,19551,   -2631,    1322,   -1652
102067,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-03-23,75171,12533,21203,   -1245,    -233,   -5932
102068,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-03-16,76416,12766,27135,    1449,    1182,      69
102069,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-03-09,74967,11584,27066,   -2741,    -526,   -1684
102070,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-03-02,77708,12110,28750,   -2475,    -100,    1006
102071,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-02-23,80183,12210,27744,    9237,      53,    8403
102072,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-02-16,70946,12157,19341,    5400,    1756,    4595
102073,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-02-09,65546,10401,14746,   -9995,   -1467,  -12009
102074,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-02-02,75541,11868,26755,   -1560,    -324,       0
102075,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-01-26,77101,12192,26755,    1234,     236,    1208
102076,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-01-19,75867,11956,25547,     451,    -155,    -790
102077,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-01-12,75416,12111,26337,   -3860,   -1239,   -2607
102078,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1999-01-05,79276,13350,28944,    4371,    1496,    2468
102079,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-12-29,74905,11854,26476,   -3563,   -1164,   -3755
102080,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-12-22,78468,13018,30231,   -1240,      -6,   -1412
102081,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-12-15,79708,13024,31643,    3738,    -598,    2238
102082,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-12-08,75970,13622,29405,    6795,    1260,    5937
102083,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-12-01,69175,12362,23468,   -1859,    1019,    2488
102084,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-11-24,71034,11343,20980,     527,      -6,    -685
102085,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-11-17,70507,11349,21665,    6400,     548,    6285
102086,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-11-10,64107,10801,15380,   -4992,   -1526,   -2707
102087,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-11-03,69099,12327,18087,    3432,     181,    1112
102088,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-10-27,65667,12146,16975,    5001,     891,    5256
102089,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-10-20,60666,11255,11719,   -1684,     364,   -4584
102090,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-10-13,62350,10891,16303,     417,     768,    2180
102091,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-10-06,61933,10123,14123,    4506,    1895,    6266
102092,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-09-29,57427,8228,7857,   -3058,     -56,   -1415
102093,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-09-22,60485,8284,9272,    -449,   -1808,     610
102094,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-09-15,60934,10092,8662,     267,    1162,   -1561
102095,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-09-08,60667,8930,10223,   -2985,    -844,   -4306
102096,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-09-01,63652,9774,14529,     306,    1061,    1506
102097,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-08-25,63346,8713,13023,    -218,     381,    1222
102098,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-08-18,63564,8332,11801,    3618,     292,    1743
102099,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-08-11,59946,8040,10058,    3387,    -245,    3307
102100,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-08-04,56559,8285,6751,   -4422,   -1985,     259
102101,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-07-28,60981,10270,6492,    1881,    4308,   -1060
102102,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-07-21,59100,5962,7552,   -5307,    -792,   -7425
102103,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-07-14,64407,6754,14977,   -4829,    -382,   -4162
102104,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-07-07,69236,7136,19139,    5659,     940,    4687
102105,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-06-30,63577,6196,14452,    -767,    -159,    1422
102106,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-06-23,64344,6355,13030,   -2919,   -2123,   -2251
102107,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-06-16,67263,8478,15281,     568,   -1164,    1530
102108,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-06-09,66695,9642,13751,   -1455,    -260,   -1013
102109,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-06-02,68150,9902,14764,     809,     324,    1637
102110,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-05-26,67341,9578,13127,    1295,    -870,    1415
102111,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-05-19,66046,10448,11712,    4175,      68,    5249
102112,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-05-12,61871,10380,6463,   -5526,   -5427,    1856
102113,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-05-05,67397,15807,4607,   -5694,   -1331,    -866
102114,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-04-28,73091,17138,5473,    3779,    3633,   -1891
102115,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-04-21,69312,13505,7364,    2342,    3326,    -997
102116,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-04-14,66970,10179,8361,     922,    1330,   -2601
102117,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-04-07,66048,8849,10962,   -1865,   -3647,    1655
102118,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-03-31,67913,12496,9307,   -1773,     175,    1055
102119,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-03-24,69686,12321,8252,     903,   -1119,    -754
102120,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-03-17,68783,13440,9006,    4323,    2671,   -2244
102121,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-03-10,64460,10769,11250,    -993,     -24,   -2368
102122,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-03-03,65453,10793,13618,   -8537,     423,   -5696
102123,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-02-24,73990,10370,19314,     348,   -1684,    2229
102124,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-02-17,73642,12054,17085,    1473,     176,    1038
102125,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-02-10,72169,11878,16047,    1293,   -1024,    4627
102126,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-02-03,70876,12902,11420,    1972,    2451,     599
102127,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-01-27,68904,10451,10821,    -226,    -919,   -3200
102128,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-01-20,69130,11370,14021,   -2164,    -560,   -2112
102129,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-01-13,71294,11930,16133,    2455,       0,    -710
102130,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1998-01-06,68839,11930,16843,   -1918,    -330,    -101
102131,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-12-30,70757,12260,16944,    -107,     -33,     405
102132,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-12-23,70864,12293,16539,    3160,     275,    -571
102133,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-12-16,67704,12018,17110,    3127,     488,     693
102134,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-12-09,64577,11530,16417,     706,    -311,     -10
102135,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-12-02,63871,11841,16427,   -5540,    -553,     219
102136,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-11-25,69411,12394,16208,    -585,    -723,      14
102137,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-11-18,69996,13117,16194,    5011,    1079,    3244
102138,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-11-11,64985,12038,12950,    1075,   -1226,     169
102139,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-11-04,63910,13264,12781,    1069,     391,    1348
102140,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-10-28,62841,12873,11433,    8222,    1044,    2382
102141,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-10-21,54619,11829,9051,    3241,    -220,    -829
102142,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-10-14,51378,12049,9880,    -167,    -310,   -1292
102143,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-10-07,51545,12359,11172,    1882,     875,    2412
102144,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-09-30,49663,11484,8760,   -2631,   -1387,   -2736
102145,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-09-23,52294,12871,11496,    -841,     864,   -2062
102146,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-09-16,53135,12007,13558,    7573,    1362,    2135
102147,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-09-09,45562,10645,11423,     694,    -265,     104
102148,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-09-02,44868,10910,11319,   -2074,    -308,     995
102149,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-08-26,46942,11218,10324,    1621,   -1690,     924
102150,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-08-19,45321,12908,9400,    1842,   -1363,    4106
102151,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-08-12,43479,14271,5294,     241,     283,     455
102152,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-08-05,43238,13988,4839,    -368,     665,    -360
102153,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-07-29,43606,13323,5199,   -4356,    -259,   -2039
102154,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-07-22,47962,13582,7238,   -2047,     533,    -740
102155,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-07-15,50009,13049,7978,     445,   -2665,    4458
102156,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-07-08,49564,15714,3520,     119,     926,     749
102157,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-07-01,49445,14788,2771,   -4231,   -2656,     916
102158,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-06-24,53676,17444,1855,   -5012,   -3631,    -565
102159,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-06-17,58688,21075,2420,    -812,   -1019,    -208
102160,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-06-10,59500,22094,2628,     -50,    -658,    -790
102161,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-06-03,59550,22752,3418,     -99,     810,    -220
102162,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-05-27,59649,21942,3638,   -1646,     301,    -348
102163,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-05-20,61295,21641,3986,    5514,    5489,     921
102164,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-05-13,55781,16152,3065,    4486,    2863,     764
102165,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-05-06,51295,13289,2301,     661,    -392,     681
102166,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-04-29,50634,13681,1620,    1118,    4134,    -962
102167,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-04-22,49516,9547,2582,   -1190,    -670,    -567
