,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
2387,982.0,95370.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-03-03,10784,3725,766,     139,      10,    -191
2389,95371.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-24,10645,3715,957,    -394,    -724,     377
2388,983.0,95371.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-24,10645,3715,957,    -394,    -724,     377
2390,95372.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-17,11039,4439,580,    -269,    -444,     232
2391,984.0,95372.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-17,11039,4439,580,    -269,    -444,     232
2392,985.0,95373.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-10,11308,4883,348,     742,    1457,    -481
2393,95373.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-10,11308,4883,348,     742,    1457,    -481
2394,986.0,95374.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-03,10566,3426,829,     469,     615,    -478
2395,95374.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-02-03,10566,3426,829,     469,     615,    -478
2396,95375.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-27,10097,2811,1307,    -458,     178,    -214
2397,987.0,95375.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-27,10097,2811,1307,    -458,     178,    -214
2398,95376.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-20,10555,2633,1521,   -1004,     222,   -2160
2399,988.0,95376.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-20,10555,2633,1521,   -1004,     222,   -2160
2401,95377.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-13,11559,2411,3681,     293,     133,    -322
2400,989.0,95377.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-13,11559,2411,3681,     293,     133,    -322
2402,990.0,95378.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-06,11266,2278,4003,      98,     -62,    -373
2403,95378.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1998-01-06,11266,2278,4003,      98,     -62,    -373
2404,991.0,95379.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-30,11168,2340,4376,   -2933,      26,    -602
2405,95379.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-30,11168,2340,4376,   -2933,      26,    -602
2406,992.0,95380.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-23,14101,2314,4978,    -745,     117,    -320
2407,95380.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-23,14101,2314,4978,    -745,     117,    -320
2408,95381.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-16,14846,2197,5298,     585,   -1081,     384
2409,993.0,95381.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-16,14846,2197,5298,     585,   -1081,     384
2410,95382.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-09,14261,3278,4914,    1402,      67,     622
2411,994.0,95382.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-09,14261,3278,4914,    1402,      67,     622
2412,995.0,95383.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-02,12859,3211,4292,    -292,     162,     -57
2413,95383.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-12-02,12859,3211,4292,    -292,     162,     -57
2415,996.0,95384.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-25,13151,3049,4349,     610,      22,     187
2414,95384.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-25,13151,3049,4349,     610,      22,     187
2416,95385.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-18,12541,3027,4162,     607,     200,    1412
2417,997.0,95385.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-18,12541,3027,4162,     607,     200,    1412
2418,998.0,95386.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-11,11934,2827,2750,    -753,   -1825,    1123
2419,95386.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-11,11934,2827,2750,    -753,   -1825,    1123
2420,999.0,95387.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-04,12687,4652,1627,     341,     -57,      62
2421,95387.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-11-04,12687,4652,1627,     341,     -57,      62
2422,1000.0,95388.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-28,12346,4709,1565,   -1725,   -3655,    1018
2423,95388.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-28,12346,4709,1565,   -1725,   -3655,    1018
2424,95389.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-21,14071,8364,547,     152,     303,       8
2425,1001.0,95389.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-21,14071,8364,547,     152,     303,       8
2427,95390.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-14,13919,8061,539,     342,     228,     108
2426,1002.0,95390.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-14,13919,8061,539,     342,     228,     108
2428,95391.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-07,13577,7833,431,    -362,     623,       5
2429,1003.0,95391.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-10-07,13577,7833,431,    -362,     623,       5
2430,1004.0,95392.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-30,13939,7210,426,     138,      85,      -4
2431,95392.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-30,13939,7210,426,     138,      85,      -4
2432,95393.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-23,13801,7125,430,     303,    1071,      55
2433,1005.0,95393.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-23,13801,7125,430,     303,    1071,      55
2434,95394.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-16,13498,6054,375,    -659,     315,    -521
2435,1006.0,95394.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-16,13498,6054,375,    -659,     315,    -521
2436,95395.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-09,14157,5739,896,    1132,     704,     299
2437,1007.0,95395.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-09,14157,5739,896,    1132,     704,     299
2438,95396.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-02,13025,5035,597,    -457,    -103,     141
2439,1008.0,95396.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-09-02,13025,5035,597,    -457,    -103,     141
2441,95397.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-26,13482,5138,456,    -361,    -759,     -60
2440,1009.0,95397.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-26,13482,5138,456,    -361,    -759,     -60
2442,95398.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-19,13843,5897,516,   -1020,   -1787,    -371
2443,1010.0,95398.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-19,13843,5897,516,   -1020,   -1787,    -371
2444,95399.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-12,14863,7684,887,     -33,     -87,    -185
2445,1011.0,95399.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-12,14863,7684,887,     -33,     -87,    -185
2446,1012.0,95400.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-05,14896,7771,1072,    1189,    1729,     311
2447,95400.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-08-05,14896,7771,1072,    1189,    1729,     311
2448,1013.0,95401.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-29,13707,6042,761,    1142,    1343,      68
2449,95401.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-29,13707,6042,761,    1142,    1343,      68
2450,1014.0,95402.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-22,12565,4699,693,     227,      99,     117
2451,95402.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-22,12565,4699,693,     227,      99,     117
2453,95403.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-15,12338,4600,576,    -966,   -1115,    -299
2452,1015.0,95403.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-15,12338,4600,576,    -966,   -1115,    -299
2454,1016.0,95404.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-08,13304,5715,875,   -2177,    -245,    -161
2455,95404.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-08,13304,5715,875,   -2177,    -245,    -161
2456,1017.0,95405.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-01,15481,5960,1036,    -755,    -475,     -18
2457,95405.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-07-01,15481,5960,1036,    -755,    -475,     -18
2458,1018.0,95406.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-24,16236,6435,1054,   -2190,   -1726,    -158
2459,95406.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-24,16236,6435,1054,   -2190,   -1726,    -158
2460,1019.0,95407.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-17,18426,8161,1212,   -1643,   -1242,      77
2461,95407.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-17,18426,8161,1212,   -1643,   -1242,      77
2462,1020.0,95408.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-10,20069,9403,1135,     143,    -567,     118
2463,95408.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-10,20069,9403,1135,     143,    -567,     118
2465,95409.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-03,19926,9970,1017,     253,     785,     170
2464,1021.0,95409.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-06-03,19926,9970,1017,     253,     785,     170
2466,1022.0,95410.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-27,19673,9185,847,    -856,     -94,    -912
2467,95410.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-27,19673,9185,847,    -856,     -94,    -912
2468,95411.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-20,20529,9279,1759,    1414,    1466,     283
2469,1023.0,95411.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-20,20529,9279,1759,    1414,    1466,     283
2470,1024.0,95412.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-13,19115,7813,1476,    2035,    3507,     105
2471,95412.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-13,19115,7813,1476,    2035,    3507,     105
2472,95413.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-06,17080,4306,1371,     288,      90,     149
2473,1025.0,95413.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-05-06,17080,4306,1371,     288,      90,     149
2474,1026.0,95414.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-29,16792,4216,1222,     344,     176,     -36
2475,95414.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-29,16792,4216,1222,     344,     176,     -36
2477,1027.0,95415.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-22,16448,4040,1258,      52,     313,    -597
2476,95415.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-22,16448,4040,1258,      52,     313,    -597
2478,1028.0,95416.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-15,16396,3727,1855,     -43,    -391,    -248
2479,95416.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-15,16396,3727,1855,     -43,    -391,    -248
2480,1029.0,95417.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-08,16439,4118,2103,    -183,    -604,    1483
2481,95417.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-08,16439,4118,2103,    -183,    -604,    1483
2482,95418.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-01,16622,4722,620,   -3141,   -3064,       3
2483,1030.0,95418.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-04-01,16622,4722,620,   -3141,   -3064,       3
2484,1031.0,95419.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-25,19763,7786,617,   -1262,    -483,    -865
2485,95419.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-25,19763,7786,617,   -1262,    -483,    -865
2486,95420.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-18,21025,8269,1482,   -3727,    -578,    -176
2487,1032.0,95420.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-18,21025,8269,1482,   -3727,    -578,    -176
2488,95421.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-11,24752,8847,1658,    -562,    -506,    -582
2489,1033.0,95421.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-11,24752,8847,1658,    -562,    -506,    -582
2490,95422.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-04,25314,9353,2240,     750,    2864,    1275
2491,1034.0,95422.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-03-04,25314,9353,2240,     750,    2864,    1275
2492,95423.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-25,24564,6489,965,   -1228,     704,   -1569
2493,1035.0,95423.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-25,24564,6489,965,   -1228,     704,   -1569
2495,1036.0,95424.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-18,25792,5785,2534,   -2159,   -1792,   -3681
2494,95424.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-18,25792,5785,2534,   -2159,   -1792,   -3681
2496,1037.0,95425.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-11,27951,7577,6215,     747,     517,    -758
2497,95425.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-11,27951,7577,6215,     747,     517,    -758
2498,1038.0,95426.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-04,27204,7060,6973,     477,     292,    -284
2499,95426.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-02-04,27204,7060,6973,     477,     292,    -284
2500,1039.0,95427.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-28,26727,6768,7257,     240,    -206,      80
2501,95427.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-28,26727,6768,7257,     240,    -206,      80
2502,1040.0,95428.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-21,26487,6974,7177,    2033,     209,     297
2503,95428.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-21,26487,6974,7177,    2033,     209,     297
2504,95429.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-14,24454,6765,6880,   -1052,    -856,   -1430
2505,1041.0,95429.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-14,24454,6765,6880,   -1052,    -856,   -1430
2507,1042.0,95430.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-07,25506,7621,8310,    -484,    -760,    1031
2506,95430.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1997-01-07,25506,7621,8310,    -484,    -760,    1031
2508,1043.0,95431.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-31,25990,8381,7279,    -820,     509,     -63
2509,95431.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-31,25990,8381,7279,    -820,     509,     -63
2510,1044.0,95432.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-24,26810,7872,7342,   -3803,    -319,    -849
2511,95432.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-24,26810,7872,7342,   -3803,    -319,    -849
2512,1045.0,95433.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-17,30613,8191,8191,    -590,      31,    -912
2513,95433.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-17,30613,8191,8191,    -590,      31,    -912
2514,1046.0,95434.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-10,31203,8160,9103,    3032,     815,     374
2515,95434.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-10,31203,8160,9103,    3032,     815,     374
2516,1047.0,95435.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-03,28171,7345,8729,     947,     190,    1952
2517,95435.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-12-03,28171,7345,8729,     947,     190,    1952
2519,1048.0,95436.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-26,27224,7155,6777,     128,    -290,    2087
2518,95436.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-26,27224,7155,6777,     128,    -290,    2087
2520,1049.0,95437.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-19,27096,7445,4690,   -1123,     139,     -44
2521,95437.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-19,27096,7445,4690,   -1123,     139,     -44
2522,95438.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-12,28219,7306,4734,     619,     -79,   -1990
2523,1050.0,95438.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-12,28219,7306,4734,     619,     -79,   -1990
2524,95439.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-05,27600,7385,6724,    -819,    -320,     221
2525,1051.0,95439.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-11-05,27600,7385,6724,    -819,    -320,     221
2526,1052.0,95440.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-29,28419,7705,6503,     181,     264,     588
2527,95440.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-29,28419,7705,6503,     181,     264,     588
2528,95441.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-22,28238,7441,5915,      68,     180,    -277
2529,1053.0,95441.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-22,28238,7441,5915,      68,     180,    -277
2531,1054.0,95442.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-15,28170,7261,6192,    -401,    -271,   -1772
2530,95442.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-15,28170,7261,6192,    -401,    -271,   -1772
2532,1055.0,95443.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-08,28571,7532,7964,      93,     264,      35
2533,95443.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-08,28571,7532,7964,      93,     264,      35
2534,95444.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-01,28478,7268,7929,    -809,     188,       5
2535,1056.0,95444.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-10-01,28478,7268,7929,    -809,     188,       5
2536,1057.0,95445.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-24,29287,7080,7924,    -383,    -140,    -373
2537,95445.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-24,29287,7080,7924,    -383,    -140,    -373
2538,1058.0,95446.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-17,29670,7220,8297,    1821,     886,    3599
2539,95446.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-17,29670,7220,8297,    1821,     886,    3599
2540,95447.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-10,27849,6334,4698,    1968,     684,    1903
2541,1059.0,95447.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-10,27849,6334,4698,    1968,     684,    1903
2543,1060.0,95448.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-03,25881,5650,2795,     190,   -1188,    2635
2542,95448.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-09-03,25881,5650,2795,     190,   -1188,    2635
2544,1061.0,95449.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-27,25691,6838,160,      91,    -217,    -121
2545,95449.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-27,25691,6838,160,      91,    -217,    -121
2546,95450.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-20,25600,7055,281,     513,   -1112,     -58
2547,1062.0,95450.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-20,25600,7055,281,     513,   -1112,     -58
2548,1063.0,95451.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-13,25087,8167,339,    -520,    -702,    -119
2549,95451.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-13,25087,8167,339,    -520,    -702,    -119
2550,1064.0,95452.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-06,25607,8869,458,     898,    1619,   -1342
2551,95452.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-08-06,25607,8869,458,     898,    1619,   -1342
2552,1065.0,95453.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-30,24709,7250,1800,   -1080,    -880,   -1069
2553,95453.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-30,24709,7250,1800,   -1080,    -880,   -1069
2554,95454.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-23,25789,8130,2869,   -1270,      38,   -2277
2555,1066.0,95454.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-23,25789,8130,2869,   -1270,      38,   -2277
2557,95455.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-16,27059,8092,5146,     106,    -346,   -1696
2556,1067.0,95455.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-16,27059,8092,5146,     106,    -346,   -1696
2559,95456.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-09,26953,8438,6842,     335,      47,     420
2558,1068.0,95456.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-09,26953,8438,6842,     335,      47,     420
2560,1069.0,95457.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-02,26618,8391,6422,   -1539,    -315,    -120
2561,95457.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-07-02,26618,8391,6422,   -1539,    -315,    -120
2562,1070.0,95458.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-25,28157,8706,6542,     583,     601,     -70
2563,95458.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-25,28157,8706,6542,     583,     601,     -70
2564,1071.0,95459.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-18,27574,8105,6612,    -505,      -5,     -30
2565,95459.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-18,27574,8105,6612,    -505,      -5,     -30
2566,1072.0,95460.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-11,28079,8110,6642,     760,     561,     353
2567,95460.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-11,28079,8110,6642,     760,     561,     353
2568,95461.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-04,27319,7549,6289,    -693,     188,     261
2569,1073.0,95461.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-06-04,27319,7549,6289,    -693,     188,     261
2571,95462.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-28,28012,7361,6028,    1064,      97,      15
2570,1074.0,95462.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-28,28012,7361,6028,    1064,      97,      15
2572,95463.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-21,26948,7264,6013,    1190,     639,    1183
2573,1075.0,95463.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-21,26948,7264,6013,    1190,     639,    1183
2574,95464.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-14,25758,6625,4830,     249,     -80,     -43
2575,1076.0,95464.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-14,25758,6625,4830,     249,     -80,     -43
2576,95465.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-07,25509,6705,4873,      81,    -185,    -464
2577,1077.0,95465.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-05-07,25509,6705,4873,      81,    -185,    -464
2578,1078.0,95466.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-30,25428,6890,5337,     324,      94,     205
2579,95466.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-30,25428,6890,5337,     324,      94,     205
2580,1079.0,95467.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-23,25104,6796,5132,     -64,    -141,    -432
2581,95467.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-23,25104,6796,5132,     -64,    -141,    -432
2583,1080.0,95468.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-16,25168,6937,5564,    1274,    -384,    1029
2582,95468.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-16,25168,6937,5564,    1274,    -384,    1029
2584,95469.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-09,23894,7321,4535,   -1514,    -425,      21
2585,1081.0,95469.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-09,23894,7321,4535,   -1514,    -425,      21
2586,95470.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-02,25408,7746,4514,    1409,    -575,    2782
2587,1082.0,95470.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-04-02,25408,7746,4514,    1409,    -575,    2782
2588,1083.0,95471.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-26,23999,8321,1732,    1087,    1207,     -66
2589,95471.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-26,23999,8321,1732,    1087,    1207,     -66
2590,1084.0,95472.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-19,22912,7114,1798,     939,    -165,    -114
2591,95472.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-19,22912,7114,1798,     939,    -165,    -114
2592,1085.0,95473.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-12,21973,7279,1912,    -972,    -162,    -303
2593,95473.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-12,21973,7279,1912,    -972,    -162,    -303
2594,95474.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-05,22945,7441,2215,    2569,    -342,    1559
2595,1086.0,95474.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-03-05,22945,7441,2215,    2569,    -342,    1559
2597,1087.0,95475.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1996-02-27,20376,7783,656,   -1059,   -2255,     484
