,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
107272,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-26,38445,12911,1427,   -6115,   -5384,   -1974
107273,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-19,44560,18295,3401,   -3616,   -3128,    2480
107274,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-12,48176,21423,921,   -1446,   -1794,    -662
107275,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-05,49622,23217,1583,   -2215,    -699,   -1484
107276,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-28,51837,23916,3067,    2689,     531,     756
107277,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-21,49148,23385,2311,   -5877,    5088,    -528
107278,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-14,55025,18297,2839,    7382,    7973,   -1512
107279,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-07,47643,10324,4351,     208,   -2851,    -346
107280,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-31,47435,13175,4697,    3155,     559,     -67
107281,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-24,44280,12616,4764,    4805,      -8,     682
107282,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-17,39475,12624,4082,    1312,    1542,    -760
107283,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-10,38163,11082,4842,   -4541,   -5757,     320
107284,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-03,42704,16839,4522,    3218,    7942,   -4769
107285,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-26,39486,8897,9291,   -1093,    2858,   -2328
107286,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-19,40579,6039,11619,    5583,   -1065,    4886
107287,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-12,34996,7104,6733,     382,   -2547,   -1535
107288,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-05,34614,9651,8268,   -1464,   -3052,    1430
107289,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-29,36078,12703,6838,    2914,    1325,     829
107290,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-22,33164,11378,6009,  -20159,    1451,     560
107291,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-15,53323,9927,5449,    -156,    -108,     749
107292,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-08,53479,10035,4700,    1019,   -2631,   -2557
107293,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-01,52460,12666,7257,    9610,    4393,    2585
107294,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-22,42850,8273,4672,    1177,    2304,     -82
107295,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-15,41673,5969,4754,   -9524,   -7963,   -4533
107296,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-08,51197,13932,9287,    8868,    6403,    2185
107297,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-01,42329,7529,7102,    3314,    4820,   -1348
107298,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-25,39015,2709,8450,    1109,   -2642,    1169
107299,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-18,37906,5351,7281,   -9726,  -13847,   -2323
107300,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-11,47632,19198,9604,    1672,     374,     220
107301,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-04,45960,18824,9384,   -5655,   -3000,    1748
107302,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-28,51615,21824,7636,   15018,   12713,    -660
107303,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-21,36597,9111,8296,  -21152,    4600,     445
107304,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-14,57749,4511,7851,    1844,     556,     -15
107305,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-07,55905,3955,7866,   -4401,    1324,  -13219
107306,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-30,60306,2631,21085,   -2134,   -1089,   -5007
107307,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-23,62440,3720,26092,   -1413,    1550,   -2531
107308,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-16,63853,2170,28623,   10785,    -233,   12886
107309,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-09,53068,2403,15737,    2235,     -58,     108
107310,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-02,50833,2461,15629,   12214,    -881,   11079
107311,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-26,38619,3342,4550,  -11581,  -15254,     161
107312,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-19,50200,18596,4389,  -12195,  -14117,    1237
107313,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-12,62395,32713,3152,    9651,    5330,     540
107314,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-05,52744,27383,2612,    -771,     223,    -183
107315,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-28,53515,27160,2795,    -580,     329,    -777
107316,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-21,54095,26831,3572,  -23902,    -801,   -1614
107317,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-14,77997,27632,5186,   10285,   10243,    1369
107318,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-07,67712,17389,3817,   22188,    9578,   -1070
107319,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-31,45524,7811,4887,    2043,    2652,    -188
107320,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-24,43481,5159,5075,   -2237,    3831,   -5596
107321,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-17,45718,1328,10671,    3194,     444,     402
107322,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-10,42524,884,10269,    -101,    -727,    1660
107323,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-03,42625,1611,8609,     240,     789,   -2908
107324,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-27,42385,822,11517,    2561,     -28,    2328
107325,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-20,39824,850,9189,   -2757,     125,   -4849
107326,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-13,42581,725,14038,    6115,   -1821,    3360
107327,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-06,36466,2546,10678,    1972,     656,     108
107328,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-29,34494,1890,10570,   -2101,   -1256,    -404
107329,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-22,36595,3146,10974,  -11672,    -761,    5972
107330,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-15,48267,3907,5002,   -2981,     312,    2239
107331,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-08,51248,3595,2763,    -683,   -3343,     -85
107332,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-01,51931,6938,2848,    5422,    2150,     461
107333,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-25,46509,4788,2387,     310,    1606,    -436
107334,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-18,46199,3182,2823,    1123,   -3931,     586
107335,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-11,45076,7113,2237,   -4864,   -3977,     177
107336,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-04,49940,11090,2060,    2067,     245,   -3948
107337,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-27,47873,10845,6008,    3830,    3463,     258
107338,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-20,44043,7382,5750,     187,    -362,    1029
107339,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-13,43856,7744,4721,    5624,    4688,   -3362
107340,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-06,38232,3056,8083,   -4392,     404,   -6047
107341,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-30,42624,2652,14130,    -932,     738,    -548
107342,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-23,43556,1914,14678,  -11248,   -1312,    4066
107343,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-16,54804,3226,10612,   -2225,     673,   -4920
107344,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-09,57029,2553,15532,    7997,     417,   -1035
107345,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-02,49032,2136,16567,    1344,   -2257,    1663
107346,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-23,47688,4393,14904,   -1157,    2131,   -1068
107347,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-16,48845,2262,15972,     162,     383,     959
107348,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-09,48683,1879,15013,   -4462,    -495,   -4088
107349,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-02,53145,2374,19101,    8069,     617,    4631
107350,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-26,45076,1757,14470,   -8673,   -1155,   -6952
107351,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-19,53749,2912,21422,   -4538,    -348,   -4442
107352,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-12,58287,3260,25864,    6525,   -1303,    4171
107353,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-05,51762,4563,21693,    3214,     585,    1066
107354,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-29,48548,3978,20627,   11569,     568,    5901
107355,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-22,36979,3410,14726,  -13421,    1172,    1812
107356,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-15,50400,2238,12914,    1342,    1385,     567
107357,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-08,49058,853,12347,    2420,   -1891,   -1861
107358,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-01,46638,2744,14208,   -2319,    -426,    -315
107359,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-24,48957,3170,14523,    2351,    1154,    1491
107360,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-17,46606,2016,13032,    2575,    -254,    1546
107361,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-10,44031,2270,11486,    5097,     503,     471
107362,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-03,38934,1767,11015,    2567,     865,     865
107363,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-27,36367,902,10150,   -2925,   -1475,   -4883
107364,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-20,39292,2377,15033,    6632,   -4348,    2004
107365,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-13,32660,6725,13029,     349,    -562,    5670
107366,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-06,32311,7287,7359,    2754,     757,     869
107367,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-09-30,29557,6530,6490,   -5504,    -136,    4273
107368,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-09-15,35061,6666,2217,   -4246,   -2130,   -1384
107369,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-08-31,39307,8796,3601,    5955,    1181,    1229
107370,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-08-14,33352,7615,2372,    1685,    1296,   -1447
107371,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-07-31,31667,6319,3819,    2133,   -3502,    2899
107372,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-07-15,29534,9821,920,   -1345,   -1240,     218
107373,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-06-30,30879,11061,702,  -11436,    3822,    -766
107374,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-06-15,42315,7239,1468,    2808,    2066,   -1028
107375,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-05-29,39507,5173,2496,    1089,    1411,   -1774
107376,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-05-15,38418,3762,4270,     759,    2896,   -4125
107377,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-04-30,37659,866,8395,.,.,.
107378,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-04-15,38541,246,11461,    7171,    -552,    3435
107379,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-03-31,31370,798,8026,  -26593,     479,   -2246
107380,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-03-13,57963,319,10272,   17553,    -817,    -551
107381,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-02-28,40410,1136,10823,    5955,    -423,    2704
107382,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-02-14,34455,1559,8119,    6676,   -1478,    1640
107383,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-01-31,27779,3037,6479,    5200,   -1009,    5322
107384,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-01-15,22579,4046,1157,   -3722,   -4533,   -1415
107385,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-12-31,26301,8579,2572,  -11989,    -515,    1019
107386,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-12-13,38290,9094,1553,    6545,    -759,   -1807
107387,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-11-29,31745,9853,3360,    -704,    -419,     266
107388,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-11-15,32449,10272,3094,    8098,    6783,     534
107389,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-10-31,24351,3489,2560,    -352,    -592,    -508
107390,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-10-15,24703,4081,3068,     702,   -1751,    -530
107391,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-09-30,24001,5832,3598,   -9485,     643,     564
107392,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-09-16,33486,5189,3034,   -1289,    3943,   -4374
107393,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-08-30,34775,1246,7408,    -735,   -2666,    2078
107394,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-08-15,35510,3912,5330,    2285,     738,    -869
107395,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-07-31,33225,3174,6199,   -4104,     603,   -5099
107396,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-07-15,37329,2571,11298,    2432,      41,    -832
107397,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-06-28,34897,2530,12130,  -18966,    1780,     814
107398,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-06-14,53863,750,11316,   14745,    -653,    1935
107399,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-05-31,39118,1403,9381,   -2007,   -3148,    2217
107400,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-05-15,41125,4551,7164,   -1077,    1860,   -4997
107401,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-04-30,42202,2691,12161,    2655,     126,   -1778
107402,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-04-15,39547,2565,13939,    1440,     947,   -2449
107403,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-03-28,38107,1618,16388,  -24390,    1008,    -762
107404,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-03-15,62497,610,17150,   17956,    -350,    2131
107405,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-02-28,44541,960,15019,    8375,   -4176,    3065
107406,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-02-15,36166,5136,11954,    4459,    1778,    2849
107407,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-01-31,31707,3358,9105,    1979,    1286,   -1237
107408,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-01-15,29728,2072,10342,   -4243,    1322,   -4143
107409,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-12-31,33971,750,14485,   -6957,   -2487,    7207
107410,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-12-14,40928,3237,7278,    1639,   -3392,    -228
107411,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-11-30,39289,6629,7506,   -5546,   -5722,    -683
107412,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-11-15,44835,12351,8189,    3489,    3239,   -1300
107413,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-10-31,41346,9112,9489,    4876,     195,    3447
107414,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-10-15,36470,8917,6042,    5615,   -1413,   -2361
107415,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-09-28,30855,10330,8403,  -18971,    2035,    2349
107416,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-09-14,49826,8295,6054,    4550,   -1604,     295
107417,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-08-31,45276,9899,5759,   -6244,   -8467,   -1268
107418,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-08-15,51520,18366,7027,   10913,    5905,    1583
107419,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-07-31,40607,12461,5444,     112,   -3235,     790
107420,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-07-13,40495,15696,4654,    2147,    5589,   -1467
107421,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-06-29,38348,10107,6121,   -8701,     367,    -269
107422,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-06-15,47049,9740,6390,    3021,     222,   -2962
107423,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-05-31,44028,9518,9352,   -4475,  -11172,    3158
107424,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-05-15,48503,20690,6194,    5878,    5454,    1179
107425,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-04-30,42625,15236,5015,   10009,    4099,    1426
107426,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-04-12,32616,11137,3589,     -77,    5838,   -3004
107427,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-03-30,32693,5299,6593,   -3561,    1158,    1173
107428,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-03-15,36254,4141,5420,   -4934,   -5141,    -702
107429,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-02-28,41188,9282,6122,    2745,      34,    1584
107430,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-02-15,38443,9248,4538,    -623,   -2421,    2743
107431,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-01-31,39066,11669,1795,    2337,    -140,     858
107432,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-01-15,36729,11809,937,    4311,    -215,    -336
107433,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-12-29,32418,12024,1273,  -28159,   -6141,    -476
107434,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-12-15,60577,18165,1749,   10452,    4192,   -2744
107435,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-11-30,50125,13973,4493,   12650,    7607,   -2323
107436,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-11-15,37475,6366,6816,   -1635,   -3411,     344
107437,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-10-31,39110,9777,6472,   12674,    6690,    1283
107438,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-10-13,26436,3087,5189,   -3037,   -3466,   -1216
107439,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-09-29,29473,6553,6405,  -19523,    2252,   -6955
107440,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-09-15,48996,4301,13360,    3570,   -2944,    1979
107441,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-08-31,45426,7245,11381,    5778,   -1000,    5622
107442,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-08-15,39648,8245,5759,    -199,   -5574,    1804
107443,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-07-31,39847,13819,3955,    2809,    4054,   -1945
107444,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-07-14,37038,9765,5900,   10571,     440,    2040
107445,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-06-30,26467,9325,3860,  -17413,     279,     134
107446,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-06-15,43880,9046,3726,     168,     782,   -1918
107447,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-05-31,43712,8264,5644,    -197,    1396,   -7260
107448,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-05-15,43909,6868,12904,    9461,    2848,    3732
107449,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-04-28,34448,4020,9172,    -221,   -4611,    -692
107450,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-04-14,34669,8631,9864,   -2323,    2835,   -4269
107451,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-03-31,36992,5796,14133,    6653,    2894,    4116
107452,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-03-15,30339,2902,10017,   -1370,   -2572,    6035
107453,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-02-28,31709,5474,3982,    1500,   -1119,   -1004
107454,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-02-15,30209,6593,4986,    -644,    2981,   -7438
107455,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-01-31,30853,3612,12424,    3205,    -771,    6102
107456,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-01-13,27648,4383,6322,    6170,   -1373,    1926
107457,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-12-30,21478,5756,4396,  -13429,   -1265,   -1333
107458,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-12-15,34907,7021,5729,   -2637,   -4493,    4068
107459,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-11-30,37544,11514,1661,     793,     675,      38
107460,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-11-15,36751,10839,1623,    2513,     401,     990
107461,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-10-31,34238,10438,633,    8352,    3588,   -1242
107462,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-10-14,25886,6850,1875,    5646,    2910,   -2467
107463,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-09-30,20240,3940,4342,  -17118,     501,    1041
107464,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-09-15,37358,3439,3301,    1858,   -2208,     855
107465,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-08-31,35500,5647,2446,    1832,     536,    -472
107466,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-08-15,33668,5111,2918,    4548,    1651,    -431
107467,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-07-29,29120,3460,3349,   -2869,   -2792,   -2149
107468,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-07-15,31989,6252,5498,    6470,     868,    1030
107469,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-06-30,25519,5384,4468,   -1526,     835,   -3372
107470,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-06-15,27045,4549,7840,  -14388,     279,   -2269
107471,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-05-31,41433,4270,10109,    6558,    -912,    3006
107472,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-05-13,34875,5182,7103,    7364,    1124,    2830
107473,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-04-29,27511,4058,4273,      34,   -2022,    1406
107474,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-04-15,27477,6080,2867,    2642,    -361,    1091
107475,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-03-31,24835,6441,1776,    5145,     380,    -733
107476,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-03-15,19690,6061,2509,  -12804,    -122,   -1389
107477,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-02-29,32494,6183,3898,    -363,    1898,    -175
107478,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-02-12,32857,4285,4073,    4578,    -231,    1148
107479,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-01-29,28279,4516,2925,    3061,   -1281,     491
107480,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1988-01-15,25218,5797,2434,     920,    1269,    -524
107481,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-12-31,24298,4528,2958,    3814,    -616,    2189
107482,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-12-15,20484,5144,769,  -20288,   -1756,    -590
107483,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-11-30,40772,6900,1359,    6193,      63,   -2773
107484,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-11-13,34579,6837,4132,    4770,    1078,    2387
107485,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-10-30,29809,5759,1745,    5789,     100,     300
107486,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-10-15,24020,5659,1445,     692,    2089,   -3782
107487,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-09-30,23328,3570,5227,    3002,    -236,    1782
107488,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-09-15,20326,3806,3445,  -11572,   -2857,    -238
107489,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-08-31,31898,6663,3683,      69,    1551,   -2816
107490,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-08-14,31829,5112,6499,    2442,   -1820,    1011
107491,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-07-31,29387,6932,5488,    2245,    3058,     447
107492,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-07-15,27142,3874,5041,    2791,   -1020,    -590
107493,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-06-30,24351,4894,5631,   -7170,   -1611,    1133
107494,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-06-15,31521,6505,4498,   -2030,    -629,     -28
107495,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-05-29,33551,7134,4526,    -581,   -1655,    -543
107496,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-05-15,34132,8789,5069,    2278,    2673,    -856
107497,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-04-30,31854,6116,5925,     812,    -275,     -73
107498,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-04-15,31042,6391,5998,    1940,    -886,   -2288
107499,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-03-31,29102,7277,8286,   -2295,    2147,     385
107500,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-03-13,31397,5130,7901,   -4813,   -2242,    -973
107501,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-02-27,36210,7372,8874,    1377,     856,   -1022
107502,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-02-13,34833,6516,9896,    1252,   -1658,    3946
107503,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-01-30,33581,8174,5950,    2329,    -740,     746
107504,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1987-01-15,31252,8914,5204,    8114,    2427,     969
