Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,signal,Interpretation
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-27,38649,83989,    3330,    2962,185350,2490,-45340,368.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-20,35319,81027,   -6601,    1967,182860,4297,-45708,-8568.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-13,41920,79060,    2764,   14334,178563,16687,-37140,-11570.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-06,39156,64726,    4084,   10352,161876,18216,-25570,-6268.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-30,35072,54374,   -1543,    2526,143660,2205,-19302,-4069.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-23,36615,51848,   -1246,    -565,141455,3874,-15233,-681.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-16,37861,52413,     166,   -8884,137581,-54523,-14552,9050.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-09,37695,61297,    -861,   -8273,192104,17229,-23602,7412.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-02,38556,69570,      15,     363,174875,3145,-31014,-348.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-25,38541,69207,   -4324,    3513,171730,4764,-30666,-7837.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-18,42865,65694,    2204,   12142,166966,15306,-22829,-9938.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-11,40661,53552,   -2628,    2801,151660,7445,-12891,-5429.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-04,43289,50751,    2571,    3786,144215,5554,-7462,-1215.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-28,40718,46965,    4151,    5913,138661,2895,-6247,-1762.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-21,36567,41052,   -6549,   -4901,135766,-2705,-4485,-1648.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-14,43116,45953,   -3387,   -1625,138471,8805,-2837,-1762.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-07,46503,47578,   -7740,   -3076,129666,-2703,-1075,-4664.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-30,54243,50654,     552,   -4087,132369,-1692,3589,4639.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-23,53691,54741,   -1926,   -7457,134061,-499,-1050,5531.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-16,55617,62198,  -25713,    7595,134560,-122031,-6581,-33308.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-09,81330,54603,   13792,   -3487,256591,17618,26727,17279.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-02,67538,58090,   -3464,    2555,238973,5538,9448,-6019.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-26,71002,55535,   -1228,   -3408,233435,-3856,15467,2180.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-19,72230,58943,    6882,   12394,237291,13572,13287,-5512.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-12,65348,46549,   -1089,   -7767,223719,-7082,18799,6678.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-05,66437,54316,   -8933,    3856,230801,-6610,12121,-12789.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-29,75370,50460,    3578,    6165,237411,-3744,24910,-2587.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-22,71792,44295,  -14191,   -2918,241155,-13960,27497,-11273.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-15,85983,47213,    -631,    2238,255115,327,38770,-2869.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-08,86614,44975,  -13315,    1458,254788,-1123,41639,-14773.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-01,99929,43517,    1831,   -4830,255911,1542,56412,6661.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-24,98098,48347,   -2336,     509,254369,4138,49751,-2845.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-17,100434,47838,   15232,   -1522,250231,-21371,52596,16754.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-10,85202,49360,    5726,    4858,271602,31998,35842,868.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-03,79476,44502,    1038,    1368,239604,1164,34974,-330.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-27,78438,43134,   -1571,   -3785,238440,803,35304,2214.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-20,80009,46919,    8841,    7506,237637,7304,33090,1335.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-13,71168,39413,  -12626,   -3735,230333,-10931,31755,-8891.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-06,83794,43148,   -2119,    1469,241264,5234,40646,-3588.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-29,85913,41679,   -3779,    -213,236030,-1025,44234,-3566.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-22,89692,41892,    2220,    5018,237055,10367,47800,-2798.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-15,87472,36874,   -4170,   -8291,226688,21,50598,4121.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-08,91642,45165,   15673,    2768,226667,15230,46477,12905.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-01,75969,42397,    9218,    5370,211437,9322,33572,3848.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-25,66751,37027,    2610,   -1578,202115,-6846,29724,4188.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-18,64141,38605,    -412,   -3949,208961,-41906,25536,3537.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-11,64553,42554,   -6468,    1138,250867,-3146,21999,-7606.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-04,71021,41416,   -3537,   -4340,254013,-3024,29605,803.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-25,74558,45756,   -1713,   -8192,257037,15566,28802,6479.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-18,76271,53948,   23072,   11421,241471,36489,22323,11651.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-11,53199,42527,    1101,    1380,204982,2292,10672,-279.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-04,52098,41147,  -11261,     -40,202690,-16048,10951,-11221.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-28,63359,41187,    6786,   -6666,218738,10626,22172,13452.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-21,56573,47853,    2221,    4661,208112,6740,8720,-2440.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-14,54352,43192,    -327,    6691,201372,6704,11160,-7018.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-07,54679,36501,   -7405,   -2802,194668,-12218,18178,-4603.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-31,62084,39303,    -509,   -8870,206886,8823,22781,8361.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-24,62593,48173,     308,    3713,198063,6415,14420,-3405.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-17,62285,44460,   -8730,   -8126,191648,-63956,17825,-604.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-10,71015,52586,   -2947,   -3007,255604,16233,18429,60.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-03,73962,55593,   16993,    -985,239371,24928,18369,17978.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-26,56969,56578,    3203,    1147,214443,30994,391,2056.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-19,53766,55431,    9878,    2240,183449,12447,-1665,7638.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-12,43888,53191,   -7298,    -387,171002,-1366,-9303,-6911.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-05,51186,53578,   -6605,    5949,172368,-5059,-2392,-12554.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-29,57791,47629,   -1646,    2454,177427,-4062,10162,-4100.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-22,59437,45175,    -663,   -2694,181489,-2490,14262,2031.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-15,60100,47869,    1419,   -2041,183979,-664,12231,3460.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-08,58681,49910,   11352,    4077,184643,12221,8771,7275.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-01,47329,45833,   -3407,   -3729,172422,8703,1496,322.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-24,50736,49562,    6612,    -872,163719,21984,1174,7484.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-17,44124,50434,   11203,  -20653,141735,-43698,-6310,31856.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-10,32921,71087,    4978,      98,185433,28563,-38166,4880.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-03,27943,70989,   -2061,    2759,156870,7542,-43046,-4820.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-27,30004,68230,    3057,    1761,149328,10823,-38226,1296.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-20,26947,66469,    4738,   -2261,138505,-6621,-39522,6999.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-13,22209,68730,     112,     600,145126,-261,-46521,-488.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-06,22097,68130,    1942,   -1488,145387,-948,-46033,3430.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-30,20155,69618,    1020,     830,146335,-1730,-49463,190.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-23,19135,68788,   -5499,    6708,148065,-3062,-49653,-12207.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-16,24634,62080,   -6677,   -3490,151127,6094,-37446,-3187.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-09,31311,65570,   -1251,    1684,145033,13216,-34259,-2935.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-02,32562,63886,   -1857,   10038,131817,8215,-31324,-11895.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-25,34419,53848,  -12958,  -13935,123602,-16948,-19429,977.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-18,47377,67783,   14622,  -18659,140550,-78626,-20406,33281.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-11,32755,86442,    6089,  -17962,219176,8677,-53687,24051.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-04,26666,104404,   -9555,   -6342,210499,-11113,-77738,-3213.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-28,36221,110746,    2841,     390,221612,10514,-74525,2451.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-21,33380,110356,   -3595,    8026,211098,13030,-76976,-11621.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-14,36975,102330,    5433,    7702,198068,7287,-65355,-2269.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-07,31542,94628,     464,    4943,190781,1697,-63086,-4479.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-30,31078,89685,   -2911,   -4416,189084,-10381,-58607,1505.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-23,33989,94101,     -31,   -1894,199465,-1419,-60112,1863.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-16,34020,95995,    6916,   -1078,200884,-3943,-61975,7994.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-09,27104,97073,   -4711,     238,204827,-3598,-69969,-4949.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-02,31815,96835,   -6369,   -7904,208425,-6211,-65020,1535.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-26,38184,104739,    -864,    4211,214636,2119,-66555,-5075.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-19,39048,100528,   10215,   21895,212517,-84613,-61480,-11680.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-12,28833,78633,   -7188,   -1237,297130,60949,-49800,-5951.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-05,36021,79870,    4895,   12614,236181,30998,-43849,-7719.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-26,31126,67256,   -9542,    3223,205183,18156,-36130,-12765.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-19,40668,64033,    2007,    8596,187027,19927,-23365,-6589.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-12,38661,55437,  -13298,    4652,167100,1731,-16776,-17950.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-05,51959,50785,   -6030,    3418,165369,-691,1174,-9448.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-01-29,57989,47367,   -2212,    5104,166060,5240,10622,-7316.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-01-22,60201,42263,   -3595,    6805,160820,-2475,17938,-10400.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-01-15,63796,35458,    3273,     884,163295,-2289,28338,2389.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-01-08,60523,34574,   -8623,    1736,165584,-9092,25949,-10359.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-31,69146,32838,   -5320,   -4307,174676,-6543,36308,-1013.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-24,74466,37145,   -4909,  -14194,181219,-7253,37321,9285.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-18,79375,51339,   14622,   14540,188472,4844,28036,82.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-11,64753,36799,   -1297,   -1981,183628,4879,27954,684.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-04,66050,38780,   14943,   -2049,178749,21048,27270,16992.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-27,51107,40829,    4561,   -4987,157701,6979,10278,9548.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-20,46546,45816,     747,    8245,150722,1549,730,-7498.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-13,45799,37571,  -11409,    -358,149173,-15308,8228,-11051.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-06,57208,37929,    -689,    3435,164481,564,19279,-4124.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-30,57897,34494,    3018,   -1988,163917,8126,23403,5006.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-23,54879,36482,     869,    2071,155791,-8663,18397,-1202.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-16,54010,34411,    -180,    2793,164454,2997,19599,-2973.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-09,54190,31618,  -10536,   -3014,161457,-16289,22572,-7522.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-02,64726,34632,    3917,     960,177746,5643,30094,2957.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-25,60809,33672,    8212,   -4513,172103,20798,27137,12725.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-18,52597,38185,    3285,  -15493,151305,-30377,14412,18778.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-11,49312,53678,    7478,    4976,181682,47927,-4366,2502.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-04,41834,48702,    -573,    8263,133755,16721,-6868,-8836.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-28,42407,40439,   -3577,    2288,117034,-1516,1968,-5865.0,3,Market is Strengthening (Bearish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-21,45984,38151,   13930,    5809,118550,4508,7833,8121.0,1,Market is Strong (Bullish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-14,32054,32342,    6290,   -1697,114042,-1083,-288,7987.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-07,25764,34039,   -5540,     925,115125,4355,-8275,-6465.0,2,Market is Weak (Bearish)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-31,31304,33114,    1972,     848,110770,-5373,-1810,1124.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-24,29332,32266,   -4564,   -9083,116143,-833,-2934,4519.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-17,33896,41349,    1092,     923,116976,-640,-7453,169.0,4,Market is weakening (Bullish Reversal)
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-10,32804,40426,     596,    2865,117616,9408,-7622,-2269.0,2,Market is Weak (Bearish)
