Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-08-01,41531,6593,     310,     177,54968,365,34938,133.0,0.750750720500946,0.008112132549285889,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-07-25,41221,6416,   -3036,   -1860,54603,-2893,34805,-1176.0,0.7439811825752258,0.0017835497856140137,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-07-18,44257,8276,   -1178,   -5254,57496,-1003,35981,4076.0,0.72798752784729,-0.007241666316986084,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-07-11,45435,13530,     951,   -1821,58499,939,31905,2772.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-07-03,44484,15351,    -517,   -4417,57560,136,29133,3900.0,0.7336810827255249,0.004812777042388916,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-06-27,45001,19768,    6613,    2835,57424,7329,25233,3778.0,0.7284382581710815,0.0017574429512023926,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-06-20,38388,16933,   11127,   -8733,50095,-3481,21455,19860.0,0.7226007580757141,-0.0013182759284973145,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-06-13,27261,25666,    7913,    4533,53576,9762,1595,3380.0,0.7206116914749146,-4.673004150390625e-05,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-06-06,19348,21133,    2462,   -1292,43814,-389,-1785,3754.0,0.7130582332611084,-0.005002439022064209,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-05-30,16886,22425,    2868,    -810,44203,38,-5539,3678.0,0.7051589488983154,-0.0034829378128051758,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-05-23,14018,23235,    2100,    -637,44165,-1022,-9217,2737.0,0.7004714012145996,-0.00043696165084838867,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-05-16,11918,23872,    -152,    1016,45187,1130,-11954,-1168.0,0.6890279054641724,-1.424551010131836e-05,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-05-09,12070,22856,   -7120,   -8304,44057,689,-10786,1184.0,0.6920893788337708,0.0022915005683898926,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-05-02,19190,31160,     497,   -2937,43368,-579,-11970,3434.0,0.6922618746757507,-0.003995776176452637,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-04-25,18693,34097,     373,     771,43947,886,-15404,-398.0,0.7013508081436157,0.0062885284423828125,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-04-18,18320,33326,    -688,    -835,43061,-314,-15006,147.0,0.7012278437614441,-0.003374636173248291,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-04-11,19008,34161,    1999,    2428,43375,2471,-15153,-429.0,0.6964515447616577,0.0005621910095214844,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-04-04,17009,31733,     793,    2888,40904,2955,-14724,-2095.0,0.7017495036125183,0.004107534885406494,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-03-28,16216,28845,    -383,    -364,37949,51,-12629,-19.0,0.7047911882400513,0.003971219062805176,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-03-21,16599,29209,   -2910,    4095,37898,2912,-12610,-7005.0,0.7049203515052795,0.000779271125793457,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-03-14,19509,25114,   -7698,   -6518,34986,-16419,-5605,-1180.0,0.691811740398407,-0.0011265277862548828,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-03-07,27207,31632,   -9991,   -2629,51405,-5697,-4425,-7362.0,0.6994082927703857,0.003010094165802002,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-02-28,37198,34261,    1946,    2167,57102,2020,2937,-221.0,0.7185301780700684,0.0013089776039123535,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-02-21,35252,32094,   -1313,   -1595,55082,-1232,3158,282.0,0.7176175117492676,0.001177370548248291,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-02-14,36565,33689,    1705,     674,56314,2241,2876,1031.0,0.7180503606796265,0.0007622838020324707,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-02-07,34860,33015,    2148,    -719,54073,2486,1845,2867.0,0.7317376136779785,0.001938462257385254,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-01-31,32712,33734,    6861,   -2000,51587,6647,-1022,8861.0,0.7295223474502563,9.047985076904297e-05,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-01-24,25851,35734,     334,   -2071,44940,-1054,-9883,2405.0,0.7236099243164062,-0.002079486846923828,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-01-17,25517,37805,    2528,     856,45994,2058,-12288,1672.0,0.7100709080696106,-0.010208547115325928,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-01-10,22989,36949,   -2533,      14,43936,-291,-13960,-2547.0,0.7018036246299744,0.003382086753845215,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2017-01-03,25522,36935,      74,     486,44227,961,-11413,-412.0,0.6931928396224976,0.0008159279823303223,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-12-27,25448,36449,   -2865,    1183,43266,1460,-11001,-4048.0,0.6883260011672974,-0.0013767480850219727,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-12-20,28313,35266,   -1089,    2162,41806,-12420,-6953,-3251.0,0.6929046511650085,-9.608268737792969e-05,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-12-13,29402,33104,    1761,    1511,54226,5486,-3702,250.0,0.7199942469596863,-0.00041490793228149414,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-12-06,27641,31593,   -2590,    -510,48740,-1145,-3952,-2080.0,0.7143367528915405,0.001629173755645752,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-29,30231,32103,   -1548,    -209,49885,-122,-1872,-1339.0,0.7085163593292236,-0.004953980445861816,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-22,31779,32312,   -1768,     808,50007,1444,-533,-2576.0,0.707764208316803,0.0008506178855895996,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-15,33547,31504,   -2577,   -2115,48563,-3550,2043,-462.0,0.7132158875465393,0.0036941170692443848,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-08,36124,33619,    7567,    4097,52113,5325,2505,3470.0,0.7338911294937134,-0.003245830535888672,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-01,28557,29522,    -947,    -402,46788,-469,-965,-545.0,0.7158196568489075,-0.0049010515213012695,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-25,29504,29924,      -9,     258,47257,-156,-420,-267.0,0.7130124568939209,-0.0038848519325256348,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-18,29513,29666,   -1449,   -9032,47413,289,-153,7583.0,0.7174115777015686,-0.0032052993774414062,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-11,30962,38698,   -1262,   -1356,47124,-2118,-7736,94.0,0.7128599882125854,0.004494190216064453,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-04,32224,40054,   -1935,    -898,49242,-174,-7830,-1037.0,0.7297139763832092,0.0109100341796875,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-27,34159,40952,    -619,   -1742,49416,-110,-6793,1123.0,0.7276431918144226,-0.0020175576210021973,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-20,34778,42694,    -122,   12923,49526,-12415,-7916,-13045.0,0.7304602265357971,-0.0018186569213867188,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-13,34900,29771,   -2343,   -1344,61941,10002,5129,-999.0,0.7363770008087158,0.01126641035079956,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-06,37243,31115,    5496,    1261,51939,5443,6128,4235.0,0.7311010360717773,-0.011124134063720703,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-30,31747,29854,    1821,    -950,46496,2103,1893,2771.0,0.7261109352111816,0.001998007297515869,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-23,29926,30804,     946,    1129,44393,1125,-878,-183.0,0.7284913063049316,0.0008481144905090332,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-16,28980,29675,     666,     748,43268,1793,-695,-82.0,0.7216569185256958,-0.007259190082550049,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-09,28314,28927,    1265,    2095,41475,1083,-613,-830.0,0.7146430611610413,-0.0017919540405273438,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-02,27049,26832,     451,     449,40392,567,217,2.0,0.7173600792884827,-0.003620445728302002,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-26,26598,26383,   -2558,    -600,39825,-1374,215,-1958.0,0.6998390555381775,-0.006924688816070557,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-19,29156,26983,   -2538,   -3700,41199,-3551,2173,1162.0,0.7038784027099609,-0.0008928775787353516,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-12,31694,30683,    1088,   -1326,44750,516,1011,2414.0,0.7230135202407837,-0.006327927112579346,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-05,30606,32009,     808,    -615,44234,772,-1403,1423.0,0.7213966250419617,0.008180737495422363,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-28,29798,32624,    -215,    -434,43462,-100,-2826,219.0,0.7016066908836365,-0.006207585334777832,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-21,30013,33058,     455,    -318,43562,1643,-3045,773.0,0.7116931080818176,-0.0015227794647216797,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-14,29558,33376,   -9004,    3350,41919,-15831,-3818,-12354.0,0.7044237852096558,0.005709409713745117,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-07,38562,30026,    6643,    3611,57750,13146,8536,3032.0,0.6913716793060303,-0.003941893577575684,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-31,31919,26415,    1505,     577,44604,2415,5504,928.0,0.6710057854652405,-0.007512331008911133,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-24,30414,25838,   -2131,     -19,42189,-1797,4576,-2112.0,0.6753562688827515,4.565715789794922e-05,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-17,32545,25857,   -1028,    1636,43986,-1433,6688,-2664.0,0.678380012512207,-0.0013372302055358887,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-10,33573,24221,    8267,    8115,45419,8841,9352,152.0,0.6771856546401978,-0.002901434898376465,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-03,25306,16106,     847,    -969,36578,2789,9200,1816.0,0.7034822702407837,0.010289430618286133,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-26,24459,17075,    1785,    -248,33789,2476,7384,2033.0,0.6875215172767639,-0.001800835132598877,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-19,22674,17323,    1202,     143,31313,1738,5351,1059.0,0.6984215378761292,-0.0048133134841918945,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-12,21472,17180,    1320,     -69,29575,1266,4292,1389.0,0.6861063838005066,-0.0062705278396606445,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-05,20152,17249,    -103,   -1132,28309,61,2903,1029.0,0.6813845634460449,0.0013437867164611816,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-29,20255,18381,     880,      23,28248,1085,1874,857.0,0.674217939376831,-0.012689590454101562,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-22,19375,18358,   -1149,    -876,27163,-1288,1017,-273.0,0.6766815185546875,0.0017810463905334473,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-15,20524,19234,     105,   -3185,28451,-6506,1290,3290.0,0.6684938669204712,0.007249414920806885,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-08,20419,22419,    3826,    1669,34957,3484,-2000,2157.0,0.6785181164741516,0.004027366638183594,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-01,16593,20750,     625,   -1833,31473,-1145,-4157,2458.0,0.6604147553443909,-0.0036840438842773438,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-23,15968,22583,    1503,    -199,32618,-978,-6615,1702.0,0.6714112758636475,0.007400691509246826,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-16,14465,22782,     799,     -23,33596,52,-8317,822.0,0.664893627166748,0.006695747375488281,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-09,13666,22805,     174,     877,33544,2565,-9139,-703.0,0.6619009971618652,-0.002330183982849121,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-02,13492,21928,   -1674,    1362,30979,542,-8436,-3036.0,0.6545788049697876,0.0025607943534851074,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-26,15166,20566,     228,    2674,30437,2323,-5400,-2446.0,0.6449116468429565,-0.005875825881958008,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-19,14938,17892,   -2211,    2284,28114,2680,-2954,-4495.0,0.6454527974128723,0.0051659345626831055,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-12,17149,15608,     307,     345,25434,506,1541,-38.0,0.6556087136268616,0.0011156201362609863,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-05,16842,15263,    1871,     146,24928,341,1579,1725.0,0.67458176612854,0.004475235939025879,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-29,14971,15117,      25,     -50,24587,530,-146,75.0,0.6855888962745667,-0.0008942484855651855,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-22,14946,15167,   -1400,     -60,24057,431,-221,-1340.0,0.6775985956192017,-0.003322005271911621,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-15,16346,15227,   -8106,    -344,23626,-14799,1119,-7762.0,0.6785181164741516,0.0014241933822631836,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-08,24452,15571,    1571,   -2553,38425,1802,8881,4124.0,0.6640105843544006,0.00022035837173461914,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-01,22881,18124,     278,    -469,36623,1524,4757,747.0,0.6599788665771484,-0.007310628890991211,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-24,22603,18593,     384,    1622,35099,200,4010,-1238.0,0.6512112617492676,-0.004784524440765381,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-17,22219,16971,     952,    1268,34899,1180,5248,-316.0,0.6485084295272827,0.0005043148994445801,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-10,21267,15703,       1,    1055,33719,1180,5564,-1054.0,0.6538939476013184,-0.0013281702995300293,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-03,21266,14648,     927,    -102,32539,796,6618,1029.0,0.6758126616477966,0.009412527084350586,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-27,20339,14750,     892,    -938,31743,1601,5589,1830.0,0.6785181164741516,0.0012407898902893066,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-20,19447,15688,    1103,   -1964,30142,1104,3759,3067.0,0.6805961728096008,0.005467891693115234,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-13,18344,17652,     -13,   -1676,29038,-2892,692,1663.0,0.6703311800956726,0.0054375529289245605,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-06,18357,19328,   -2638,   -4729,31930,-2175,-971,2091.0,0.64939284324646,-0.005014598369598389,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-29,20995,24057,   -1995,   -2462,34105,-1815,-3062,467.0,0.630795419216156,-0.004609346389770508,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-22,22990,26519,     528,    1963,35920,2568,-3529,-1435.0,0.6329113841056824,0.0040201544761657715,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-15,22462,24556,   10785,    1059,33352,-4973,-2094,9726.0,0.6341153979301453,-0.0006843209266662598,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-08,11677,23497,   -1866,    1675,38325,3986,-11820,-3541.0,0.6273919343948364,-0.01020050048828125,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-01,13543,21822,   -1845,     371,34339,939,-8279,-2216.0,0.6352836489677429,0.0033721327781677246,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-25,15388,21451,    1376,   -2518,33400,-3123,-6063,3894.0,0.646120011806488,-0.0008779168128967285,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-18,14012,23969,      81,    -534,36523,-338,-9957,615.0,0.6581112146377563,-0.0007805228233337402,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-11,13931,24503,    -460,   -1787,36861,-1669,-10572,1327.0,0.6614194512367249,0.006025552749633789,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-04,14391,26290,     841,     -25,38530,1043,-11899,866.0,0.6569007635116577,0.003135085105895996,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-28,13550,26315,     350,   -2839,37487,-1057,-12765,3189.0,0.6626905202865601,-0.008720755577087402,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-21,13200,29154,    -304,   -4004,38544,-3767,-15954,3700.0,0.6582412123680115,-0.0046689510345458984,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-14,13504,33158,   -1175,     131,42311,-562,-19654,-1306.0,0.6684938669204712,-0.0018821954727172852,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-07,14679,33027,   -2270,      12,42873,-383,-18348,-2282.0,0.6675121784210205,0.00080108642578125,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-30,16949,33015,   -2712,    -209,43256,345,-16066,-2503.0,0.6839009523391724,0.005198657512664795,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-23,19661,33224,     279,    4674,42911,5742,-13563,-4395.0,0.6870018839836121,0.0002830028533935547,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-16,19382,28550,    8285,    5658,37169,258,-9168,2627.0,0.6999860405921936,0.0015645027160644531,1,Market is Strong (Bullish)
