,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
617,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-09,151784,9242,-10401,-10188,172646,-10234,142542,-213.0
618,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-02,162185,19430,11443,-3150,182880,10075,142755,14593.0
619,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-26,150742,22580,17806,-980,172805,16524,128162,18786.0
620,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-19,132936,23560,12460,16854,156281,-36483,109376,-4394.0
621,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-12,120476,6706,17480,-2769,192764,31845,113770,20249.0
622,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-05,102996,9475,-17405,-6122,160919,-12887,93521,-11283.0
623,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-26,120401,15597,-4212,7149,173806,602,104804,-11361.0
624,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-19,124613,8448,-7002,1412,173204,3478,116165,-8414.0
625,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-12,131615,7036,-18880,-1957,169726,-11405,124579,-16923.0
626,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-05,150495,8993,-6367,1002,181131,-5947,141502,-7369.0
627,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-29,156862,7991,-3047,-1881,187078,-2874,148871,-1166.0
628,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-22,159909,9872,-634,994,189952,-950,150037,-1628.0
629,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-15,160543,8878,12250,108,190902,5691,151665,12142.0
630,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-08,148293,8770,-1331,898,185211,-970,139523,-2229.0
631,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-31,149624,7872,-7714,-111,186181,-14279,141752,-7603.0
632,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-24,157338,7983,-12075,-13681,200460,-11730,149355,1606.0
633,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-18,169413,21664,14117,15639,212190,-39697,147749,-1522.0
634,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-11,155296,6025,28339,-1970,251887,61136,149271,30309.0
635,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-04,126957,7995,25467,363,190751,17591,118962,25104.0
636,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-27,101490,7632,5039,-2032,173160,7220,93858,7071.0
637,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-20,96451,9664,-6466,3741,165940,-4071,86787,-10207.0
638,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-13,102917,5923,-17306,122,170011,-19648,96994,-17428.0
639,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-06,120223,5801,-10401,1186,189659,-12797,114422,-11587.0
640,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-30,130624,4615,-6056,337,202456,-5150,126009,-6393.0
641,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-23,136680,4278,-3107,-53,207606,-1176,132402,-3054.0
642,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-16,139787,4331,395,1331,208782,-475,135456,-936.0
643,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-09,139392,3000,1406,879,209257,-707,136392,527.0
644,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-02,137986,2121,-9259,-3868,209964,-10071,135865,-5391.0
645,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-25,147245,5989,6870,-16239,220035,5114,141256,23109.0
646,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-18,140375,22228,13207,17303,214921,-94323,118147,-4096.0
647,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-11,127168,4925,25671,-5691,309244,86589,122243,31362.0
648,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-04,101497,10616,-2742,1003,222655,1126,90881,-3745.0
649,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-28,104239,9613,-2901,454,221529,-1243,94626,-3355.0
650,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-21,107140,9159,11324,-3146,222772,15776,97981,14470.0
651,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-14,95816,12305,13915,-218,206996,25476,83511,14133.0
652,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-07,81901,12523,12359,-9463,181520,10543,69378,21822.0
653,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-31,69542,21986,3557,5663,170977,6380,47556,-2106.0
654,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-24,65985,16323,5213,-9460,164597,4626,49662,14673.0
655,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-17,60772,25783,12205,2438,159971,17502,34989,9767.0
656,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-10,48567,23345,7963,216,142469,9800,25222,7747.0
657,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-03,40604,23129,8414,-16708,132669,11145,17475,25122.0
658,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-26,32190,39837,9389,2362,121524,11729,-7647,7027.0
659,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-19,22801,37475,3375,-3955,109795,-88821,-14674,7330.0
660,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-12,19426,41430,8428,36,198616,6246,-22004,8392.0
661,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-05,10998,41394,-13874,3527,192370,4912,-30396,-17401.0
662,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-29,24872,37867,2457,-664,187458,-1796,-12995,3121.0
663,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-22,22415,38531,-13442,17119,189254,14868,-16116,-30561.0
664,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-15,35857,21412,-17523,4960,174386,14217,14445,-22483.0
665,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-08,53380,16452,-4527,590,160169,3670,36928,-5117.0
666,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-01,57907,15862,-637,-2474,156499,-5906,42045,1837.0
667,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-24,58544,18336,-5304,589,162405,-5213,40208,-5893.0
668,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-17,63848,17747,-20752,1747,167618,-6612,46101,-22499.0
669,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-10,84600,16000,-7144,8759,174230,-1462,68600,-15903.0
670,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-03,91744,7241,-156,-1826,175692,-2859,84503,1670.0
671,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-27,91900,9067,4418,-54086,178551,3860,82833,58504.0
672,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-20,87482,63153,1033,55596,174691,-73086,24329,-54563.0
673,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-13,86449,7557,1935,-10610,247777,39783,78892,12545.0
674,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-06,84514,18167,10704,5107,207994,18216,66347,5597.0
675,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-02-28,73810,13060,11035,-290,189778,16696,60750,11325.0
676,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-02-21,62775,13350,10314,2128,173082,13314,49425,8186.0
677,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-02-14,52461,11222,7847,715,159768,14123,41239,7132.0
678,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-02-07,44614,10507,424,-12202,145645,-4922,34107,12626.0
679,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-01-31,44190,22709,7678,-6385,150567,8053,21481,14063.0
680,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-01-24,36512,29094,12293,-12453,142514,12121,7418,24746.0
681,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-01-17,24219,41547,-928,-5932,130393,6548,-17328,5004.0
682,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-01-10,25147,47479,3074,-423,123845,2223,-22332,3497.0
683,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-01-03,22073,47902,3845,3989,121622,4252,-25829,-144.0
684,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-12-27,18228,43913,-1949,4934,117370,1018,-25685,-6883.0
685,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-12-20,20177,38979,2568,-1524,116352,-9481,-18802,4092.0
686,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-12-13,17609,40503,-610,1422,125833,-4398,-22894,-2032.0
687,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-12-06,18219,39081,11680,-3698,130231,9337,-20862,15378.0
688,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-11-29,6539,42779,373,5031,120894,4359,-36240,-4658.0
689,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-11-22,6166,37748,-11692,4869,116535,10839,-31582,-16561.0
690,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-11-15,17858,32879,4771,1725,105696,7356,-15021,3046.0
691,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-11-08,13087,31154,2892,-5629,98340,-7616,-18067,8521.0
692,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-11-01,10195,36783,35,-432,105956,9643,-26588,467.0
693,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-10-25,10160,37215,1862,4788,96313,5364,-27055,-2926.0
694,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-10-18,8298,32427,901,152,90949,2127,-24129,749.0
695,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-10-11,7397,32275,493,-60,88822,-596,-24878,553.0
696,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-10-04,6904,32335,-3307,1498,89418,6320,-25431,-4805.0
697,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-09-27,10211,30837,1960,5696,83098,7088,-20626,-3736.0
698,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-09-20,8251,25141,-12688,2993,76010,-43065,-16890,-15681.0
699,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-09-13,20939,22148,-13224,1231,119075,7945,-1209,-14455.0
700,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-09-06,34163,20917,-6791,843,111130,-225,13246,-7634.0
701,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-30,40954,20074,388,1343,111355,-3069,20880,-955.0
702,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-23,40566,18731,-103,696,114424,4407,21835,-799.0
703,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-16,40669,18035,-16243,2416,110017,-7828,22634,-18659.0
704,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-09,56912,15619,-39245,7946,117845,-12395,41293,-47191.0
705,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-02,96157,7673,-7131,-3702,130240,-7583,88484,-3429.0
706,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-26,103288,11375,2979,332,137823,2560,91913,2647.0
707,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-19,100309,11043,-11221,-2040,135263,-10511,89266,-9181.0
708,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-12,111530,13083,22038,6535,145774,20545,98447,15503.0
709,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-05,89492,6548,29659,-7208,125229,26299,82944,36867.0
710,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-28,59833,13756,1305,-3349,98930,547,46077,4654.0
711,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-21,58528,17105,-7564,-824,98383,-11848,41423,-6740.0
712,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-14,66092,17929,-29413,12622,110231,-39836,48163,-42035.0
713,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-07,95505,5307,-16309,1761,150067,7537,90198,-18070.0
714,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-31,111814,3546,-1405,-992,142530,-4880,108268,-413.0
715,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-24,113219,4538,908,-2861,147410,-172,108681,3769.0
716,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-17,112311,7399,-10781,2372,147582,-10804,104912,-13153.0
717,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-10,123092,5027,-4903,1292,158386,-4577,118065,-6195.0
718,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-03,127995,3735,-10521,-2975,162963,-8014,124260,-7546.0
719,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-26,138516,6710,-4296,-1973,170977,-3322,131806,-2323.0
720,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-19,142812,8683,11124,1841,174299,7680,134129,9283.0
721,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-12,131688,6842,5274,-510,166619,7794,124846,5784.0
722,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-05,126414,7352,34726,3739,158825,29464,119062,30987.0
723,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-03-29,91688,3613,2042,1515,129361,2286,88075,527.0
724,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-03-22,89646,2098,-41006,-6979,127075,-34286,87548,-34027.0
725,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-03-15,130652,9077,11840,3430,161361,3586,121575,8410.0
726,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-03-08,118812,5647,17275,1312,157775,22954,113165,15963.0
727,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-03-01,101537,4335,-16911,163,134821,-15034,97202,-17074.0
728,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-02-22,118448,4172,1556,-3624,149855,-19,114276,5180.0
729,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-02-15,116892,7796,-5723,-11007,149874,-1997,109096,5284.0
730,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-02-08,122615,18803,-928,-1623,151871,137,103812,695.0
731,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-02-01,123543,20426,8564,692,151734,8948,103117,7872.0
732,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-01-25,114979,19734,6113,1070,142786,7544,95245,5043.0
733,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-01-18,108866,18664,7156,526,135242,7325,90202,6630.0
734,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-01-11,101710,18138,10338,1076,127917,9131,83572,9262.0
735,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-01-04,91372,17062,-5292,2644,118786,-6446,74310,-7936.0
736,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-12-28,96664,14418,7598,3354,125232,8900,82246,4244.0
737,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-12-21,89066,11064,1372,538,116332,-462,78002,834.0
738,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-12-14,87694,10526,9592,-8094,116794,-27029,77168,17686.0
739,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-12-07,78102,18620,-19097,327,143823,9205,59482,-19424.0
740,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-11-30,97199,18293,-13917,-5577,134618,-16164,78906,-8340.0
741,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-11-23,111116,23870,-4423,1548,150782,3159,87246,-5971.0
742,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-11-16,115539,22322,992,-3479,147623,1481,93217,4471.0
743,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-11-09,114547,25801,10025,3551,146142,10271,88746,6474.0
744,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-11-02,104522,22250,852,-1277,135871,-1028,82272,2129.0
745,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-10-26,103670,23527,-887,1095,136899,-959,80143,-1982.0
746,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-10-19,104557,22432,-4300,-207,137858,-3870,82125,-4093.0
747,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-10-12,108857,22639,2688,2234,141728,2153,86218,454.0
748,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-10-05,106169,20405,16857,-2316,139575,15994,85764,19173.0
749,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-09-28,89312,22721,47902,7687,123581,45165,66591,40215.0
750,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-09-21,41410,15034,5719,-5700,78416,2522,26376,11419.0
751,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-09-14,35691,20734,-2546,-3439,75894,-26967,14957,893.0
752,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-09-07,38237,24173,-494,6446,102861,11757,14064,-6940.0
753,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-08-31,38731,17727,-29640,8726,91104,-10664,21004,-38366.0
754,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-08-24,68371,9001,-12816,-1633,101768,-9964,59370,-11183.0
755,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-08-17,81187,10634,563,2379,111732,1451,70553,-1816.0
756,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-08-10,80624,8255,18121,893,110281,18032,72369,17228.0
757,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-08-03,62503,7362,10719,896,92249,12040,55141,9823.0
758,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-07-27,51784,6466,8233,-1199,80209,8137,45318,9432.0
759,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-07-20,43551,7665,6721,-1030,72072,7857,35886,7751.0
760,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-07-13,36830,8695,5972,562,64215,2875,28135,5410.0
761,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-07-06,30858,8133,-14854,4917,61340,-5506,22725,-19771.0
762,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-06-29,45712,3216,4915,-1942,66846,6190,42496,6857.0
763,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-06-22,40797,5158,7383,41,60656,7980,35639,7342.0
764,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-06-15,33414,5117,9165,-1706,52676,-35586,28297,10871.0
765,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-06-08,24249,6823,-1893,454,88262,9148,17426,-2347.0
766,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-06-01,26142,6369,-8061,1023,79114,-6124,19773,-9084.0
767,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-05-25,34203,5346,-7834,-989,85238,-540,28857,-6845.0
768,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-05-18,42037,6335,-5470,786,85778,-10163,35702,-6256.0
769,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-05-11,47507,5549,-44162,-3077,95941,-22265,41958,-41085.0
770,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-05-04,91669,8626,-15887,-889,118206,-9710,83043,-14998.0
771,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-04-27,107556,9515,-11421,690,127916,-11728,98041,-12111.0
772,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-04-20,118977,8825,-1243,831,139644,-565,110152,-2074.0
773,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-04-13,120220,7994,1987,971,140209,3810,112226,1016.0
774,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-04-06,118233,7023,4863,3251,136399,5338,111210,1612.0
775,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-03-30,113370,3772,-1316,-1052,131061,-1779,109598,-264.0
776,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-03-23,114686,4824,5024,-1584,132840,5547,109862,6608.0
777,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-03-16,109662,6408,6869,-2911,127293,-40780,103254,9780.0
778,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-03-09,102793,9319,11382,-2313,168073,49433,93474,13695.0
779,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-03-02,91411,11632,23565,1131,118640,17614,79779,22434.0
780,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-02-23,67846,10501,24417,1536,101026,11856,57345,22881.0
781,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-02-16,43429,8965,1101,-1089,89170,3254,34464,2190.0
782,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-02-09,42328,10054,-10669,-290,85916,-7256,32274,-10379.0
783,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-02-02,52997,10344,-14136,1350,93172,-4226,42653,-15486.0
784,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-01-26,67133,8994,-19957,1151,97398,-14984,58139,-21108.0
785,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-01-19,87090,7843,5485,2135,112382,7720,79247,3350.0
786,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-01-12,81605,5708,12264,-1646,104662,7903,75897,13910.0
787,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2010-01-05,69341,7354,-1051,1595,96759,39,61987,-2646.0
788,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-12-29,70392,5759,-8186,179,96720,-6811,64633,-8365.0
789,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-12-22,78578,5580,-19153,-589,103531,-11465,72998,-18564.0
790,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-12-15,97731,6169,-15897,-1276,114996,-57515,91562,-14621.0
791,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-12-08,113628,7445,6237,439,172511,46426,106183,5798.0
792,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-12-01,107391,7006,9317,-1802,126085,9418,100385,11119.0
793,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-11-24,98074,8808,32953,-1005,116667,33493,89266,33958.0
794,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-11-17,65121,9813,15900,1042,83174,15617,55308,14858.0
795,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-11-09,49221,8771,-17607,1870,67557,-14732,40450,-19477.0
796,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-11-03,66828,6901,-6826,42,82289,-8584,59927,-6868.0
797,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-10-27,73654,6859,9741,-1870,90873,7349,66795,11611.0
798,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-10-20,63913,8729,31698,-15537,83524,25491,55184,47235.0
799,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-10-13,32215,24266,7183,-21319,58033,-8239,7949,28502.0
800,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-10-06,25032,45585,-896,8798,66272,7764,-20553,-9694.0
801,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-09-29,25928,36787,-3285,11875,58508,8073,-10859,-15160.0
802,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-09-22,29213,24912,2624,-2969,50435,-662,4301,5593.0
803,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-09-15,26589,27881,-552,4804,51097,-24431,-1292,-5356.0
804,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-09-08,27141,23077,-17618,8365,75528,-2625,4064,-25983.0
805,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-09-01,44759,14712,-34791,6005,78153,-21124,30047,-40796.0
806,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-08-25,79550,8707,7183,753,99277,9461,70843,6430.0
807,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-08-18,72367,7954,15101,-850,89816,12043,64413,15951.0
808,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-08-11,57266,8804,11916,-615,77773,15694,48462,12531.0
809,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-08-04,45350,9419,5336,-388,62079,5414,35931,5724.0
810,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-07-28,40014,9807,16837,-2155,56665,13579,30207,18992.0
811,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-07-21,23177,11962,-4443,-2044,43086,-2815,11215,-2399.0
812,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-07-14,27620,14006,-21149,4257,45901,-16033,13614,-25406.0
813,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-07-07,48769,9749,8413,-1656,61934,7879,39020,10069.0
814,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-06-30,40356,11405,14282,578,54055,13905,28951,13704.0
815,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-06-23,26074,10827,2463,-43,40150,1473,15247,2506.0
816,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-06-16,23611,10870,-2026,-959,38677,-19610,12741,-1067.0
817,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-06-09,25637,11829,-6460,5120,58287,7464,13808,-11580.0
818,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-06-02,32097,6709,745,-839,50823,554,25388,1584.0
819,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-05-26,31352,7548,2812,137,50269,2919,23804,2675.0
820,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-05-19,28540,7411,-1938,-1599,47350,-818,21129,-339.0
821,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-05-12,30478,9010,5734,3171,48168,657,21468,2563.0
