,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1110,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-14,21627,6729,    7391,    -441,54575,    6992,14898,7832.0
1111,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-07,14236,7170,    3772,   -1707,47583,    4384,7066,5479.0
1112,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-30,10464,8877,    6581,   -4509,43199,    4102,1587,11090.0
1113,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-23,3883,13386,    3283,   -7148,39097,   -4756,-9503,10431.0
1114,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-16,600,20534,   -1534,    2296,43853,  -26066,-19934,-3830.0
1115,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-09,2134,18238,     -45,   -4030,69919,    7580,-16104,3985.0
1116,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-02,2179,22268,    -490,     223,62339,    2697,-20089,-713.0
1117,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-26,2669,22045,     637,     216,59642,    3839,-19376,421.0
1118,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-19,2032,21829,     476,   10271,55803,   12631,-19797,-9795.0
1119,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-12,1556,11558,     474,    2020,43172,    -134,-10002,-1546.0
1120,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-05,1082,9538,    -902,    -586,43306,    -701,-8456,-316.0
1121,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-29,1984,10124,     129,    -756,44007,    1087,-8140,885.0
1122,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-22,1855,10880,   -1339,   -1166,42920,    1637,-9025,-173.0
1123,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-15,3194,12046,      54,    2807,41283,    2661,-8852,-2753.0
1124,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-08,3140,9239,   -3769,    2709,38622,     209,-6099,-6478.0
1125,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-01,6909,6530,   -5284,    2832,38413,     -98,379,-8116.0
1126,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-24,12193,3698,   -8557,     727,38511,   -5235,8495,-9284.0
1127,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-17,20750,2971,    1282,    -357,43746,  -23018,17779,1639.0
1128,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-10,19468,3328,    -963,   -1054,66764,   10017,16140,91.0
1129,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-03,20431,4382,   -2395,    2343,56747,    -818,16049,-4738.0
1130,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-27,22826,2039,     565,   -2233,57565,     834,20787,2798.0
1131,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-20,22261,4272,    2334,     -29,56731,    3074,17989,2363.0
1132,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-13,19927,4301,     805,   -1330,53657,    4909,15626,2135.0
1133,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-06,19122,5631,   12871,    -946,48748,    9165,13491,13817.0
1134,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-29,6251,6577,     -29,   -1756,39583,     805,-326,1727.0
1135,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-22,6280,8333,    2577,    3201,38778,    1694,-2053,-624.0
1136,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-15,3703,5132,     129,     338,37084,    1012,-1429,-209.0
1137,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-08,3574,4794,   -2371,     837,36072,    2155,-1220,-3208.0
1138,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-01,5945,3957,     851,   -1580,33917,    1581,1988,2431.0
1139,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-25,5094,5537,   -2555,    2920,32336,    -228,-443,-5475.0
1140,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-18,7649,2617,  -14820,     967,32564,  -44231,5032,-15787.0
1141,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-11,22469,1650,     557,     -34,76795,   11498,20819,591.0
1142,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-04,21912,1684,    3268,   -1117,65297,    9050,20228,4385.0
1143,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-25,18644,2801,    1401,      64,56247,     817,15843,1337.0
1144,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-18,17243,2737,   -4628,    1153,55430,   -2136,14506,-5781.0
1145,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-11,21871,1584,   -7275,   -1816,57566,   -4503,20287,-5459.0
1146,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-04,29146,3400,    1640,    1358,62069,    4157,25746,282.0
1147,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-28,27506,2042,   -1951,    -736,57912,   -2308,25464,-1215.0
1148,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-21,29457,2778,    3351,    -298,60220,    5807,26679,3649.0
1149,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-14,26106,3076,    1714,    1734,54413,    2939,23030,-20.0
1150,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-07,24392,1342,    -437,    -234,51474,    1181,23050,-203.0
1151,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-31,24829,1576,     849,    -581,50293,    1297,23253,1430.0
1152,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-23,23980,2157,    2048,    -580,48996,    3174,21823,2628.0
1153,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-17,21932,2737,    9315,    -847,45822,  -10616,19195,10162.0
1154,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-10,12617,3584,    3760,      35,56438,   15141,9033,3725.0
1155,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-03,8857,3549,    -625,      74,41297,    2184,5308,-699.0
1156,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-26,9482,3475,   -9213,     -93,39113,  -12741,6007,-9120.0
1157,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-19,18695,3568,   -1741,     373,51854,   -2845,15127,-2114.0
1158,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-12,20436,3195,    5350,   -1341,54699,    8242,17241,6691.0
1159,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-05,15086,4536,    7914,    -959,46457,    6731,10550,8873.0
1160,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-29,7172,5495,    5583,   -2249,39726,    5662,1677,7832.0
1161,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-22,1589,7744,   -1852,    1305,34064,    -730,-6155,-3157.0
1162,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-15,3441,6439,     510,     -86,34794,    2450,-2998,596.0
1163,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-08,2931,6525,   -4620,    1079,32344,   -2476,-3594,-5699.0
1164,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-01,7551,5446,    4343,    -836,34820,    4842,2105,5179.0
1165,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-24,3208,6282,    1367,   -1463,29978,   -1394,-3074,2830.0
1166,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-17,1841,7745,  -10455,    5683,31372,  -14175,-5904,-16138.0
1167,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-10,12296,2062,    -301,     396,45547,    2360,10234,-697.0
1168,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-03,12597,1666,    1749,     757,43187,    2149,10931,992.0
1169,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-27,10848,909,    2709,   -1007,41038,    3363,9939,3716.0
1170,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-20,8139,1916,    -200,    1129,37675,    1038,6223,-1329.0
1171,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-13,8339,787,    -232,   -1297,36637,   -3499,7552,1065.0
1172,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-06,8571,2084,    -317,    1355,40136,    1934,6487,-1672.0
1173,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-30,8888,729,   -4226,     729,38202,   -5269,8159,-4955.0
1174,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-23,13114,0,   -1535,    -564,43471,     -33,13114,-971.0
1175,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-16,14649,564,    1235,    -452,43504,    3198,14085,1687.0
1176,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-09,13414,1016,   -1033,    -258,40306,   -1208,12398,-775.0
1177,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-02,14447,1274,   -1691,    -344,41514,    -579,13173,-1347.0
1178,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-25,16138,1618,    -692,    -812,42093,     285,14520,120.0
1179,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-18,16830,2430,    1715,    -210,41808,  -19963,14400,1925.0
1180,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-11,15115,2640,     889,   -1564,61771,    7072,12475,2453.0
1181,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-04,14226,4204,   -1394,     572,54699,    -556,10022,-1966.0
1182,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-28,15620,3632,   -2032,    -199,55255,     982,11988,-1833.0
1183,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-21,17652,3831,     735,     229,54273,     714,13821,506.0
1184,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-14,16917,3602,   -2848,    -489,53559,   -2347,13315,-2359.0
1185,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-07,19765,4091,     103,    -464,55906,    2457,15674,567.0
1186,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-30,19662,4555,    6058,   -2279,53449,    9966,15107,8337.0
1187,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-23,13604,6834,    6656,   -3631,43483,   10671,6770,10287.0
1188,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-16,6948,10465,    2784,    -239,32812,    2571,-3517,3023.0
1189,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-09,4164,10704,   -4828,     -29,30241,   -4468,-6540,-4799.0
1190,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-02,8992,10733,    2950,     434,34709,    1151,-1741,2516.0
1191,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-26,6042,10299,    2449,     151,33558,    2411,-4257,2298.0
1192,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-19,3593,10148,     537,    -944,31147,  -23730,-6555,1481.0
1193,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-12,3056,11092,    1231,   -3678,54877,    9236,-8036,4909.0
1194,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-05,1825,14770,   -1518,   -3472,45641,    1048,-12945,1954.0
1195,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-26,3343,18242,   -1063,    1606,44593,    1337,-14899,-2669.0
1196,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-19,4406,16636,    2000,     -96,43256,     760,-12230,2096.0
1197,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-12,2406,16732,     364,     733,42496,   -2132,-14326,-369.0
1198,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-05,2042,15999,      99,   -4314,44628,   -2044,-13957,4413.0
1199,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-29,1943,20313,   -2767,   11657,46672,   13136,-18370,-14424.0
1200,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-22,4710,8656,    1873,   -3201,33536,   -1626,-3946,5074.0
1201,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-15,2837,11857,     717,    3872,35162,    7458,-9020,-3155.0
1202,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-08,2120,7985,     -19,   -3593,27704,   -7151,-5865,3574.0
1203,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-28,2139,11578,   -5183,    6506,34855,    3786,-9439,-11689.0
1204,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-21,7322,5072,   -3560,    1323,31069,   -3163,2250,-4883.0
1205,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-18,10882,3749,    6096,   -1503,34232,  -22637,7133,7599.0
1206,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-11,4786,5252,   -1544,   -1283,56869,    5792,-466,-261.0
1207,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-04,6330,6535,     -39,   -4418,51077,   -2274,-205,4379.0
1208,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-27,6369,10953,   -2104,    2719,53351,    1551,-4584,-4823.0
1209,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-20,8473,8234,   -3916,    1064,51800,   -4054,239,-4980.0
1210,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-13,12389,7170,   -2941,    3876,55854,    2461,5219,-6817.0
1211,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-06,15330,3294,   -1496,   -1103,53393,     661,12036,-393.0
1212,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-30,16826,4397,    2109,    -877,52732,    3576,12429,2986.0
1213,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-23,14717,5274,   -3197,    4321,49156,    1317,9443,-7518.0
1214,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-16,17914,953,    -506,    -385,47839,    -296,16961,-121.0
1215,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-09,18420,1338,     407,     483,48135,    -294,17082,-76.0
1216,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-02,18013,855,   -1364,    -183,48429,    -461,17158,-1181.0
1217,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-25,19377,1038,   -2735,     594,48890,    -780,18339,-3329.0
1218,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-18,22112,444,    4737,   -2165,49670,  -17766,21668,6902.0
1219,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-10,17375,2609,   -1504,    -908,67436,    4223,14766,-596.0
1220,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-04,18879,3517,   -2699,    2118,63213,   -1766,15362,-4817.0
1221,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-28,21578,1399,      33,     557,64979,    1359,20179,-524.0
1222,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-21,21545,842,    1390,   -2182,63620,    3153,20703,3572.0
1223,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-14,20155,3024,    3804,   -2328,60467,    5389,17131,6132.0
1224,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-07,16351,5352,    3718,    -612,55078,    4033,10999,4330.0
1225,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-31,12633,5964,     973,    -869,51045,   -1197,6669,1842.0
1226,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-24,11660,6833,    9152,  -13793,52242,    2999,4827,22945.0
1227,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-17,2508,20626,     254,   -7946,49243,   -8004,-18118,8200.0
1228,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-10,2254,28572,      39,   -2058,57247,   -1880,-26318,2097.0
1229,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-03,2215,30630,     378,   11432,59127,   13847,-28415,-11054.0
1230,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-26,1837,19198,    -419,   -1550,45280,     394,-17361,1131.0
1231,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-19,2256,20748,   -1457,   -4734,44886,  -33933,-18492,3277.0
1232,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-12,3713,25482,     318,   -1255,78819,   19601,-21769,1573.0
1233,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-05,3395,26737,     494,     132,59218,    1338,-23342,362.0
1234,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-29,2901,26605,    -101,    -740,57880,     236,-23704,639.0
1235,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-22,3002,27345,    -491,    1855,57644,    2605,-24343,-2346.0
1236,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-15,3493,25490,    1819,    3392,55039,    3542,-21997,-1573.0
1237,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-08,1674,22098,    1217,     953,51497,    4902,-20424,264.0
1238,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-01,457,21145,     183,    2849,46595,    3285,-20688,-2666.0
1239,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-24,274,18296,      17,    1294,43310,    2209,-18022,-1277.0
1240,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-17,257,17002,    -495,     689,41101,     339,-16745,-1184.0
1241,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-10,752,16313,    -108,     137,40762,     543,-15561,-245.0
1242,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-03,860,16176,     -40,     245,40219,   -1799,-15316,-285.0
1243,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-27,900,15931,    -452,     -51,42018,    3514,-15031,-401.0
1244,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-20,1352,15982,   -4783,    7929,38504,  -10319,-14630,-12712.0
1245,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-13,6135,8053,     256,    2370,48823,    4373,-1918,-2114.0
1246,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-06,5879,5683,    2586,     298,44450,    2759,196,2288.0
1247,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-27,3293,5385,     745,    1504,41691,     113,-2092,-759.0
1248,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-20,2548,3881,   -7576,    1344,41578,   -3528,-1333,-8920.0
1249,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-13,10124,2537,   -1323,    -485,45106,   -1798,7587,-838.0
1250,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-06,11447,3022,   -2006,     406,46904,   -4199,8425,-2412.0
1251,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-30,13453,2616,   -2268,     563,51103,   -1841,10837,-2831.0
1252,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-23,15721,2053,     253,    -102,52944,    3061,13668,355.0
1253,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-16,15468,2155,    1465,     111,49883,    1861,13313,1354.0
1254,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-09,14003,2044,     320,    -153,48022,      96,11959,473.0
1255,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-02,13683,2197,     317,     -15,47926,    4477,11486,332.0
1256,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-26,13366,2212,     739,   -1575,43449,    3382,11154,2314.0
1257,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-19,12627,3787,     301,     550,40067,  -24119,8840,-249.0
1258,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-12,12326,3237,    3963,      -1,64186,    8346,9089,3964.0
1259,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-05,8363,3238,    7088,   -9200,55840,    6165,5125,16288.0
1260,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-28,1275,12438,      39,   -3498,49675,     577,-11163,3537.0
1261,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-21,1236,15936,    -448,    1835,49098,     738,-14700,-2283.0
1262,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-14,1684,14101,     684,     -98,48360,    -589,-12417,782.0
1263,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-07,1000,14199,     476,   -3618,48949,   -2385,-13199,4094.0
1264,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-31,524,17817,     343,    -369,51334,    2220,-17293,712.0
1265,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-24,181,18186,       0,     493,49114,     532,-18005,-493.0
1266,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-17,181,17693,   -1743,    1876,48582,    4016,-17512,-3619.0
1267,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-10,1924,15817,     313,   -1126,44566,    1940,-13893,1439.0
1268,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-03,1611,16943,     400,     -45,42626,    -817,-15332,445.0
1269,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-26,1211,16988,     501,   -6103,43443,   -4261,-15777,6604.0
1270,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-19,710,23091,     710,     239,47704,  -19562,-22381,471.0
1271,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-12,0,22852,     -35,     953,67266,    6476,-22852,-988.0
1272,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-05,35,21899,      35,     221,60790,    6616,-21864,-186.0
1273,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-08-29,0,21678,     -17,     171,54174,    -834,-21678,-188.0
1274,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-22,17,21507,    -448,    4123,55008,    3943,-21490,-4571.0
1275,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-15,465,17384,       9,     -67,51065,    1555,-16919,76.0
1276,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-08,456,17451,   -1603,   12485,49510,   11735,-16995,-14088.0
1277,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-01,2059,4966,     103,     650,37775,    -471,-2907,-547.0
1278,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-25,1956,4316,   -4902,   -1156,38246,   -1047,-2360,-3746.0
1279,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-18,6858,5472,   -3749,    4325,39293,    4011,1386,-8074.0
1280,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-11,10607,1147,    1905,    1147,35282,   -1131,9460,758.0
1281,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-05,8702,0,     687,       0,36413,    3750,8702,687.0
1282,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-27,8015,0,   -2361,       0,32663,   -2413,8015,-2361.0
1283,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-20,10376,0,     -75,   -1506,35076,  -13054,10376,1431.0
1284,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-13,10451,1506,    7711,   -3658,48130,    7849,8945,11369.0
1285,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-06,2740,5164,    1081,   -6771,40281,   -3155,-2424,7852.0
1286,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-30,1659,11935,     598,   -7111,43436,   -4059,-10276,7709.0
1287,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-23,1061,19046,     548,    -699,47495,    2693,-17985,1247.0
1288,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-16,513,19745,   -1314,   -2821,44802,   -1242,-19232,1507.0
1289,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-09,1827,22566,     336,    2402,46044,    1297,-20739,-2066.0
1290,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-02,1491,20164,    -284,     770,44747,      16,-18673,-1054.0
1291,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-25,1775,19394,    -996,    3149,44731,    3376,-17619,-4145.0
1292,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-18,2771,16245,    -964,    2882,41355,     940,-13474,-3846.0
1293,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-11,3735,13363,    -150,    -197,40415,    1249,-9628,47.0
1294,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-04,3885,13560,     806,   -1085,39166,    -458,-9675,1891.0
1295,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-28,3079,14645,    2184,  -13853,39624,   -8390,-11566,16037.0
1296,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-21,895,28498,      26,    2555,48014,    1552,-27603,-2529.0
1297,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-14,869,25943,    -929,   -2123,46462,  -27025,-25074,1194.0
1298,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-07,1798,28066,      95,    -349,73487,    3920,-26268,444.0
1299,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-29,1703,28415,   -4073,    3902,69567,    1299,-26712,-7975.0
1300,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-22,5776,24513,    3050,   -5800,68268,   -1414,-18737,8850.0
1301,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-15,2726,30313,     821,   -3118,69682,   -1264,-27587,3939.0
1302,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-08,1905,33431,     924,      37,70946,    2472,-31526,887.0
