,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1369,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-27,25213,2377,   -2024,    -401,53439,   -1958,22836,-1623.0
1370,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-20,27237,2778,    -578,     840,55397,   -2198,24459,-1418.0
1371,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-13,27815,1938,   -3282,   -2534,57595,   -7721,25877,-748.0
1372,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-06,31097,4472,    1312,     756,65316,    4085,26625,556.0
1373,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-29,29785,3716,   -1700,    -460,61231,     595,26069,-1240.0
1374,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-22,31485,4176,    2122,      14,60636,   -2093,27309,2108.0
1375,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-15,29363,4162,    -883,    1594,62729,  -44969,25201,-2477.0
1376,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-08,30246,2568,    1065,      -9,107698,   12970,27678,1074.0
1377,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-01,29181,2577,   22555,   -8899,94728,   23666,26604,31454.0
1378,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-25,6626,11476,    -174,   -1470,71062,    -836,-4850,1296.0
1379,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-18,6800,12946,    3164,    3121,71898,    8573,-6146,43.0
1380,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-11,3636,9825,    2003,    -449,63325,   -5876,-6189,2452.0
1381,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-04,1633,10274,    -336,  -11723,69201,   -2452,-8641,11387.0
1382,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-28,1969,21997,     550,   -8482,71653,  -17968,-20028,9032.0
1383,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-21,1419,30479,    -447,   -4238,89621,   -4743,-29060,3791.0
1384,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-14,1866,34717,    1199,   -2388,94364,    2380,-32851,3587.0
1385,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-07,667,37105,     667,    2804,91984,    7505,-36438,-2137.0
1386,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-30,0,34301,       0,    8921,84479,   12102,-34301,-8921.0
1387,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-23,0,25380,    -489,    1910,72377,    4388,-25380,-2399.0
1388,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-16,489,23470,  -13739,   15773,67989,   -6888,-22981,-29512.0
1389,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-09,14228,7697,     510,     252,74877,    3238,6531,258.0
1390,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-02,13718,7445,   -4894,     -60,71639,    -667,6273,-4834.0
1391,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-26,18612,7505,   14660,   -4941,72306,   13816,11107,19601.0
1392,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-19,3952,12446,    -698,     505,58490,   -1893,-8494,-1203.0
1393,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-12,4650,11941,    1466,   -3915,60383,    2366,-7291,5381.0
1394,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-05,3184,15856,    2272,     622,58017,   -8615,-12672,1650.0
1395,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-28,912,15234,    -621,   -1165,66632,    1776,-14322,544.0
1396,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-21,1533,16399,    -463,   -4834,64856,    1681,-14866,4371.0
1397,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-14,1996,21233,     959,   -9818,63175,   -8940,-19237,10777.0
1398,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-07,1037,31051,   -1793,    1217,72115,   -1942,-30014,-3010.0
1399,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-31,2830,29834,     517,    3790,74057,   10652,-27004,-3273.0
1400,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-24,2313,26044,    1174,    6880,63405,    9073,-23731,-5706.0
1401,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-17,1139,19164,     447,   -4133,54332,  -27834,-18025,4580.0
1402,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-10,692,23297,    -436,    8852,82166,   35128,-22605,-9288.0
1403,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-03,1128,14445,     -63,     999,47038,     601,-13317,-1062.0
1404,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-24,1191,13446,     928,   -1039,46437,     191,-12255,1967.0
1405,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-17,263,14485,       0,     879,46246,    1332,-14222,-879.0
1406,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-10,263,13606,    -596,     -62,44914,   -3425,-13343,-534.0
1407,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-03,859,13668,     334,   -1379,48339,   -2258,-12809,1713.0
1408,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-27,525,15047,     -45,  -13981,50597,  -17686,-14522,13936.0
1409,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-20,570,29028,       5,    6188,68283,   10937,-28458,-6183.0
1410,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-13,565,22840,    -413,    1079,57346,   -1844,-22275,-1492.0
1411,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-06,978,21761,     393,    5293,59190,   15693,-20783,-4900.0
1412,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-30,585,16468,     -24,    3297,43497,    6118,-15883,-3321.0
1413,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-23,609,13171,      10,    -865,37379,     355,-12562,204.0
1414,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-19,609,13375,      10,    -661,38931,    1907,-12766,671.0
1415,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-16,599,14036,    -169,   -4563,37024,  -27871,-13437,4394.0
1416,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-09,768,18599,  -14557,   14397,64895,   12340,-17831,-28954.0
1417,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-02,15325,4202,   -3601,    2260,52555,    1608,11123,-5861.0
1418,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-25,18926,1942,    -919,    -665,50947,   -1744,16984,-254.0
1419,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-18,19845,2607,     286,    -784,52691,   -1995,17238,1070.0
1420,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-11,19559,3391,    5120,    1065,54686,    4975,16168,4055.0
1421,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-04,14439,2326,    1993,      56,49711,     298,12113,1937.0
1422,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-28,12446,2270,    3854,   -4676,49413,    5148,10176,8530.0
1423,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-21,8592,6946,   -8746,    3191,44265,    3468,1646,-11937.0
1424,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-14,17338,3755,   -1990,     414,40797,   -3635,13583,-2404.0
1425,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-07,19328,3341,    5144,     -52,44432,    7061,15987,5196.0
1426,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-30,14184,3393,     707,   -1613,37371,    -970,10791,2320.0
1427,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-23,13477,5006,     753,     521,38341,    -787,8471,232.0
1428,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-16,12724,4485,    6928,  -10078,39128,  -20498,8239,17006.0
1429,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-09,5796,14563,    1453,    -834,59626,    4491,-8767,2287.0
1430,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-02,4343,15397,    -381,     118,55135,    -893,-11054,-499.0
1431,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-26,4724,15279,    1221,   -3392,56028,    1136,-10555,4613.0
1432,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-19,3503,18671,    1022,   -1011,54892,   -1907,-15168,2033.0
1433,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-12,2481,19682,     566,   -4455,56799,   -8666,-17201,5021.0
1434,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-05,1915,24137,    -627,     361,65465,    1063,-22222,-988.0
1435,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-29,2542,23776,    -239,    3240,64402,    8011,-21234,-3479.0
1436,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-22,2781,20536,     690,    1717,56391,    1562,-17755,-1027.0
1437,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-15,2091,18819,     643,   -2922,54829,    1719,-16728,3565.0
1438,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-08,1448,21741,    -763,    6675,53110,   10540,-20293,-7438.0
1439,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-01,2211,15066,   -1753,    6132,42570,    9302,-12855,-7885.0
1440,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-24,3964,8934,    2233,   -2542,33268,    1031,-4970,4775.0
1441,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-17,1731,11476,      -9,    -210,32237,  -19325,-9745,201.0
1442,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-10,1740,11686,  -12440,    9031,51562,    5680,-9946,-21471.0
1443,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-03,14180,2655,   -4423,    -630,45882,   -6651,11525,-3793.0
1444,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-27,18603,3285,     698,    -241,52533,    1707,15318,939.0
1445,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-20,17905,3526,    3903,    -527,50826,    6169,14379,4430.0
1446,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-13,14002,4053,   12608,   -9621,44657,   -2508,9949,22229.0
1447,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-06,1394,13674,    1144,   -3499,47165,    -219,-12280,4643.0
1448,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-29,250,17173,    -300,      44,47384,    -142,-16923,-344.0
1449,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-22,550,17129,     264,      52,47526,    2213,-16579,212.0
1450,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-15,286,17077,      12,     139,45313,   -1079,-16791,-127.0
1451,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-08,274,16938,    -472,    1066,46392,    3045,-16664,-1538.0
1452,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-01,746,15872,     546,     934,43347,    2780,-15126,-388.0
1453,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-25,200,14938,    -703,    -899,40567,    -466,-14738,196.0
1454,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-18,903,15837,     -53,   -2197,41033,  -18662,-14934,2144.0
1455,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-11,956,18034,     106,   -1611,59695,    1791,-17078,1717.0
1456,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-04,850,19645,     450,     -46,57904,    1693,-18795,496.0
1457,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-25,400,19691,       0,     422,56211,     696,-19291,-422.0
1458,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-18,400,19269,    -395,     515,55515,    2539,-18869,-910.0
1459,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-11,795,18754,     138,    -265,52976,    1189,-17959,403.0
1460,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-04,657,19019,     416,     291,51787,   -1940,-18362,125.0
1461,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-28,241,18728,      41,    -936,53727,    2312,-18487,977.0
1462,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-21,200,19664,       0,    -626,51415,   -4263,-19464,626.0
1463,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-14,200,20290,    -500,    2336,55678,    5618,-20090,-2836.0
1464,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-07,700,17954,     400,    1622,50060,    4955,-17254,-1222.0
1465,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-31,300,16332,       0,   -1882,45105,   -2356,-16032,1882.0
1466,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-24,300,18214,    -400,    1950,47461,    2579,-17914,-2350.0
1467,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-17,700,16264,      37,   -1221,44882,  -29053,-15564,1258.0
1468,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-10,663,17485,     207,    1369,73935,   12390,-16822,-1162.0
1469,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-03,456,16116,     -44,   -1617,61545,    1449,-15660,1573.0
1470,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-26,500,17733,     492,    1887,60096,    6143,-17233,-1395.0
1471,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-19,8,15846,       0,    1158,53953,    1686,-15838,-1158.0
1472,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-12,8,14688,       6,    -922,52267,    2873,-14680,928.0
1473,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-05,2,15610,    -218,    1983,49394,    3497,-15608,-2201.0
1474,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-29,220,13627,     -75,   -2465,45897,   -5514,-13407,2390.0
1475,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-22,295,16092,    -818,     550,51411,    2472,-15797,-1368.0
1476,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-15,1113,15542,    -260,    1547,48939,    1036,-14429,-1807.0
1477,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-08,1373,13995,     919,     511,47903,    6066,-12622,408.0
1478,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-01,454,13484,     224,     481,41837,    2840,-13030,-257.0
1479,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-24,230,13003,      30,     629,38997,    3109,-12773,-599.0
1480,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-17,200,12374,   -1708,    3331,35888,  -14343,-12174,-5039.0
1481,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-10,1908,9043,   -6531,    7620,50231,    9930,-7135,-14151.0
1482,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-03,8439,1423,   -2136,    -876,40301,   -1778,7016,-1260.0
1483,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-27,10575,2299,    1317,     393,42079,    2666,8276,924.0
1484,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-20,9258,1906,     349,    -150,39413,     202,7352,499.0
1485,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-13,8909,2056,    -648,     243,39211,   -1564,6853,-891.0
1486,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-06,9557,1813,     937,    -855,40775,    1304,7744,1792.0
1487,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-30,8620,2668,     104,    -162,39471,    1625,5952,266.0
1488,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-23,8516,2830,    2882,    -850,37846,    -575,5686,3732.0
1489,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-16,5634,3680,    4932,   -9196,38421,     300,1954,14128.0
1490,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-09,702,12876,     594,    -376,38121,     989,-12174,970.0
1491,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-02,108,13252,     108,     376,37132,    -473,-13144,-268.0
1492,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-25,0,12876,    -800,    1017,37605,    1637,-12876,-1817.0
1493,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-18,800,11859,     368,   -3150,35968,  -17749,-11059,3518.0
1494,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-11,432,15009,     126,    1050,53717,    7844,-14577,-924.0
1495,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-04,306,13959,   -1176,   -3068,45873,   -2172,-13653,1892.0
1496,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-28,1482,17027,      95,     509,48045,    -652,-15545,-414.0
1497,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-21,1387,16518,    -529,      -2,48697,    2004,-15131,-527.0
1498,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-14,1916,16520,     146,    -333,46693,     387,-14604,479.0
1499,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-07,1770,16853,     179,     310,46306,     459,-15083,-131.0
1500,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-30,1591,16543,    -728,    1480,45847,    2497,-14952,-2208.0
1501,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-23,2319,15063,     842,     274,43350,      47,-12744,568.0
1502,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-16,1477,14789,     199,    5484,43303,    7117,-13312,-5285.0
1503,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-09,1278,9305,     -65,    2473,36186,    6427,-8027,-2538.0
1504,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-02,1343,6832,     580,    -470,29759,    1365,-5489,1050.0
1505,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-26,763,7302,     299,      61,28394,    1063,-6539,238.0
1506,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-19,464,7241,    -781,    -639,27331,  -16741,-6777,-142.0
1507,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-12,1245,7880,     980,     828,44072,    3354,-6635,152.0
1508,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-05,265,7052,    -167,   -1886,40718,    2360,-6787,1719.0
1509,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-27,432,8938,    -806,   -2467,38358,   -4419,-8506,1661.0
1510,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-20,1238,11405,     386,   -3182,42777,   -1862,-10167,3568.0
1511,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-13,852,14587,     241,    -285,44639,     209,-13735,526.0
1512,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-06,611,14872,     247,     300,44430,    -659,-14261,-53.0
1513,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-30,364,14572,     -58,     459,45089,     847,-14208,-517.0
1514,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-23,422,14113,    -335,    1849,44242,    1411,-13691,-2184.0
1515,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-16,757,12264,   -1049,    -676,42831,    2669,-11507,-373.0
1516,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-09,1806,12940,    -116,    1790,40162,    4029,-11134,-1906.0
1517,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-02,1922,11150,    1361,      22,36133,    2463,-9228,1339.0
1518,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-26,561,11128,     -77,    -395,33670,   -1389,-10567,318.0
1519,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-19,638,11523,    -174,   -1102,35059,  -19695,-10885,928.0
1520,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-12,812,12625,     515,     469,54754,    8367,-11813,46.0
1521,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-05,297,12156,   -4140,    9501,46387,    8249,-11859,-13641.0
1522,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-28,4437,2655,      63,    1043,38138,     -61,1782,-980.0
1523,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-21,4374,1612,     230,    -220,38199,     826,2762,450.0
1524,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-14,4144,1832,    -705,    -212,37373,     988,2312,-493.0
1525,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-07,4849,2044,    -280,     337,36385,    -538,2805,-617.0
1526,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-31,5129,1707,    -688,     -20,36923,     158,3422,-668.0
1527,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-24,5817,1727,     302,    -798,36765,    2818,4090,1100.0
1528,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-17,5515,2525,    -286,     -11,33947,   -1309,2990,-275.0
1529,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-10,5801,2536,     283,     268,35256,    2879,3265,15.0
1530,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-03,5518,2268,      45,     381,32377,    1999,3250,-336.0
1531,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-26,5473,1887,    4898,   -6736,30378,      98,3586,11634.0
1532,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-19,575,8623,     163,    -242,30280,   -7202,-8048,405.0
1533,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-12,412,8865,    -125,    2364,37482,    4757,-8453,-2489.0
1534,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-05,537,6501,     164,    -729,32725,     -61,-5964,893.0
1535,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-29,373,7230,      40,      23,32786,    1855,-6857,17.0
1536,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-22,333,7207,     -12,      89,30931,     322,-6874,-101.0
1537,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-15,345,7118,   -1088,    3005,30609,    2643,-6773,-4093.0
1538,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-08,1433,4113,   -2258,     270,27966,    -391,-2680,-2528.0
1539,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-01,3691,3843,    3068,    -857,28357,    3846,-152,3925.0
1540,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-25,623,4700,    -220,    -950,24511,     548,-4077,730.0
1541,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-18,843,5650,     248,    1328,23963,    2086,-4807,-1080.0
1542,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-11,595,4322,       0,     927,21877,    2094,-3727,-927.0
1543,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-03,595,3395,    -468,     187,19783,    -798,-2800,-655.0
1544,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-27,1063,3208,     177,    -994,20581,     515,-2145,1171.0
1545,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-20,886,4202,    -107,     146,20066,  -10982,-3316,-253.0
1546,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-13,993,4056,    -237,    -255,31048,    2780,-3063,18.0
1547,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-06,1230,4311,    -483,    -223,28268,    -558,-3081,-260.0
1548,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-30,1713,4534,     273,   -3284,28826,   -3383,-2821,3557.0
1549,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-23,1440,7818,      62,    1335,32209,    1840,-6378,-1273.0
1550,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-16,1378,6483,   -5369,    5623,30369,      74,-5105,-10992.0
1551,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-09,6747,860,    -363,    -370,30295,     174,5887,7.0
1552,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-02,7110,1230,       4,     276,30121,    -436,5880,-272.0
1553,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-25,7106,954,    -876,    -520,30557,     227,6152,-356.0
1554,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-18,7982,1474,     270,     176,30330,     282,6508,94.0
1555,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-11,7712,1298,    -700,    -183,30048,    -485,6414,-517.0
1556,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-04,8412,1481,     -99,     819,30533,    -990,6931,-918.0
1557,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-28,8511,662,    -645,    -407,31523,    2779,7849,-238.0
1558,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-21,9156,1069,    -687,    -314,28744,  -19608,8087,-373.0
1559,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-14,9843,1383,     194,   -2278,48352,   -4762,8460,2472.0
1560,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-07,9649,3661,     125,  -12610,53114,    1097,5988,12735.0
1561,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-28,9524,16271,     573,    1016,52017,    4380,-6747,-443.0
1562,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-21,8951,15255,    4015,    1293,47637,    6327,-6304,2722.0
1563,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-14,4936,13962,      34,     287,41310,    -468,-9026,-253.0
1564,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-07,4902,13675,   -2348,    2135,41778,    1821,-8773,-4483.0
1565,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-31,7250,11540,   -2044,     557,39957,    -937,-4290,-2601.0
1566,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-24,9294,10983,    1014,    -205,40894,    1581,-1689,1219.0
1567,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-17,8280,11188,      37,    -474,39313,    -580,-2908,511.0
1568,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-10,8243,11662,    5769,   -1149,39893,    4504,-3419,6918.0
1569,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-03,2474,12811,     127,   -5607,35389,   -3059,-10337,5734.0
1570,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-27,2347,18418,     105,     761,38448,  -26104,-16071,-656.0
1571,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-20,2242,17657,    -171,   -8044,64552,   -1911,-15415,7873.0
1572,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-13,2413,25701,     432,    -750,66463,    3108,-23288,1182.0
1573,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-06,1981,26451,    -775,     705,63355,    2144,-24470,-1480.0
1574,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-29,2756,25746,    -241,     595,61211,    1146,-22990,-836.0
