,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
660,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-12,66685,14064,     813,   -6008,81310,    1206,52621,6821.0
661,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-05,65872,20072,    5148,     983,80104,    3360,45800,4165.0
662,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-29,60724,19089,    1929,   -6919,76744,    2251,41635,8848.0
663,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-22,58795,26008,   14534,    -811,74493,   15114,32787,15345.0
664,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-15,44261,26819,   12171,    4758,59379,   13383,17442,7413.0
665,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-08,32090,22061,     716,    4065,45996,     457,10029,-3349.0
666,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-01,31374,17996,    4727,    7327,45539,    2395,13378,-2600.0
667,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-24,26647,10669,   -3687,   -2276,43144,   -2615,15978,-1411.0
668,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-17,30334,12945,   -1702,    -252,45759,    -896,17389,-1450.0
669,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-10,32036,13197,    2009,    1743,46655,    2061,18839,266.0
670,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-03,30027,11454,   -9061,    1997,44594,   -7332,18573,-11058.0
671,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-27,39088,9457,   -7716,   -1653,51926,   -8622,29631,-6063.0
672,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-20,46804,11110,     174,   -1476,60548,   -2377,35694,1650.0
673,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-13,46630,12586,    8233,    1905,62925,    9940,34044,6328.0
674,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-06,38397,10681,     982,   -1341,52985,    4387,27716,2323.0
675,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-28,37415,12022,    -196,    3423,48598,   -2050,25393,-3619.0
676,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-21,37611,8599,    -704,   -1901,50648,   -1349,29012,1197.0
677,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-14,38315,10500,   -1316,    3666,51997,   -1365,27815,-4982.0
678,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-07,39631,6834,   -3331,    2627,53362,   -1584,32797,-5958.0
679,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-31,42962,4207,   -7885,     283,54946,   -9202,38755,-8168.0
680,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-24,50847,3924,    -989,   -3154,64148,   -4335,46923,2165.0
681,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-17,51836,7078,    -808,    -979,68483,    -541,44758,171.0
682,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-10,52644,8057,    1882,    -868,69024,    2971,44587,2750.0
683,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-03,50762,8925,   -1475,    -738,66053,    1407,41837,-737.0
684,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-27,52237,9663,     412,   -1185,64646,   -2416,42574,1597.0
685,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-20,51825,10848,    5139,    -203,67062,     522,40977,5342.0
686,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-13,46686,11051,    6547,    3065,66540,    9168,35635,3482.0
687,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-06,40139,7986,    1263,    -184,57372,   -1269,32153,1447.0
688,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-29,38876,8170,    7207,    1829,58641,    4199,30706,5378.0
689,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-22,31669,6341,    -959,   -3757,54442,   -2863,25328,2798.0
690,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-15,32628,10098,   -2649,   -3176,57305,   -2556,22530,527.0
691,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-08,35277,13274,   -2498,    -678,59861,   -3778,22003,-1820.0
692,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-01,37775,13952,   -5721,    2566,63639,    -308,23823,-8287.0
693,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-25,43496,11386,   -3700,    5941,63947,   -4059,32110,-9641.0
694,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-18,47196,5445,   -3313,    1822,68006,   -1661,41751,-5135.0
695,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-11,50509,3623,     862,   -5692,69667,   -2854,46886,6554.0
696,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-04,49647,9315,    2238,     326,72521,    3890,40332,1912.0
697,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-27,47409,8989,    2901,   -1271,68631,    6179,38420,4172.0
698,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-20,44508,10260,    7210,  -15367,62452,    -350,34248,22577.0
699,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-13,37298,25627,   11096,   -2306,62802,   12236,11671,13402.0
700,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-06,26202,27933,   -4823,   -6074,50566,   -5104,-1731,1251.0
701,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-30,31025,34007,   -1165,    -744,55670,   -2231,-2982,-421.0
702,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-23,32190,34751,    2366,    3680,57901,    3322,-2561,-1314.0
703,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-16,29824,31071,   -4337,     211,54579,   -2768,-1247,-4548.0
704,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-09,34161,30860,   -2721,   -5544,57347,   -3182,3301,2823.0
705,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-02,36882,36404,   -2661,    -811,60529,    -334,478,-1850.0
706,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-26,39543,37215,    8514,   15378,60863,   14258,2328,-6864.0
707,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-19,31029,21837,    -832,   -2434,46605,   -3272,9192,1602.0
708,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-12,31861,24271,   -1067,    -936,49877,    2484,7590,-131.0
709,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-05,32928,25207,   -2615,    2396,47393,   -3026,7721,-5011.0
710,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-28,35543,22811,    4409,   -3380,50419,    4140,12732,7789.0
711,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-21,31134,26191,   -5930,   -4902,46279,   -7494,4943,-1028.0
712,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-14,37064,31093,    3043,    -844,53773,   -9052,5971,3887.0
713,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-07,34021,31937,    5591,    8294,62825,    7031,2084,-2703.0
714,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-31,28430,23643,   -4336,   -6638,55794,   -6039,4787,2302.0
715,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-24,32766,30281,    4597,     842,61833,    6042,2485,3755.0
716,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-17,28169,29439,    2576,    -717,55791,    3429,-1270,3293.0
717,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-10,25593,30156,   -2014,   -4567,52362,   -1539,-4563,2553.0
718,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-03,27607,34723,    2147,     774,53901,    2208,-7116,1373.0
719,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-26,25460,33949,    3032,    1092,51693,    1534,-8489,1940.0
720,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-19,22428,32857,   -3051,   -2403,50159,     316,-10429,-648.0
721,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-12,25479,35260,    1128,    -790,49843,    -466,-9781,1918.0
722,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-05,24351,36050,   -3070,   -5284,50309,   -2606,-11699,2214.0
723,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-29,27421,41334,     113,     417,52915,      93,-13913,-304.0
724,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-22,27308,40917,    2137,     252,52822,    1675,-13609,1885.0
725,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-15,25171,40665,   -8632,     189,51147,   -1557,-15494,-8821.0
726,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-08,33803,40476,    4500,    4085,52704,    6299,-6673,415.0
727,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-01,29303,36391,    3899,    4963,46405,    6070,-7088,-1064.0
728,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-22,25404,31428,    1046,    1310,40335,     283,-6024,-264.0
729,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-15,24358,30118,   -2667,   -4305,40052,   -3987,-5760,1638.0
730,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-08,27025,34423,     910,    4683,44039,    1567,-7398,-3773.0
731,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-01,26115,29740,    1857,    6906,42472,    3282,-3625,-5049.0
732,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-25,24258,22834,    4032,    7818,39190,    6176,1424,-3786.0
733,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-18,20226,15016,   -3711,    1136,33014,   -3524,5210,-4847.0
734,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-11,23937,13880,    5331,   -5994,36538,    8861,10057,11325.0
735,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-04,18606,19874,    2523,    8473,27677,    1279,-1268,-5950.0
736,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-28,16083,11401,     145,     -63,26398,    -691,4682,208.0
737,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-21,15938,11464,    -384,     255,27089,    1887,4474,-639.0
738,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-14,16322,11209,   -3722,     625,25202,   -9869,5113,-4347.0
739,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-07,20044,10584,     -71,    1197,35071,     636,9460,-1268.0
740,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-30,20115,9387,   -2376,    -801,34435,     686,10728,-1575.0
741,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-23,22491,10188,     846,    -630,33749,     936,12303,1476.0
742,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-16,21645,10818,   -4479,   -8991,32813,   -5558,10827,4512.0
743,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-09,26124,19809,   -1788,    -117,38371,   -1895,6315,-1671.0
744,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-02,27912,19926,    3896,    1760,40266,    1681,7986,2136.0
745,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-26,24016,18166,    1227,   -1442,38585,     840,5850,2669.0
746,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-19,22789,19608,    3203,   -1470,37745,    2761,3181,4673.0
747,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-12,19586,21078,     457,     369,34984,     398,-1492,88.0
748,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-05,19129,20709,   -1679,    1285,34586,    1439,-1580,-2964.0
749,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-28,20808,19424,     948,    3201,33147,    4446,1384,-2253.0
750,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-21,19860,16223,    1686,    3776,28701,    3816,3637,-2090.0
751,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-14,18174,12447,     912,    9533,24885,     646,5727,-8621.0
752,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-07,17262,2914,      69,     694,24239,    -111,14348,-625.0
753,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-31,17193,2220,   -4191,   -3441,24350,   -4629,14973,-750.0
754,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-24,21384,5661,   -4177,   -1153,28979,   -3000,15723,-3024.0
755,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-17,25561,6814,    3212,     -27,31979,    3195,18747,3239.0
756,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-10,22349,6841,    6705,    3572,28784,    5873,15508,3133.0
757,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-03,15644,3269,    -844,     733,22911,     354,12375,-1577.0
758,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-27,16488,2536,   -1188,    -680,22557,   -1619,13952,-508.0
759,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-20,17676,3216,   -1379,   -1580,24176,   -1413,14460,201.0
760,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-13,19055,4796,   -2033,      26,25589,   -2409,14259,-2059.0
761,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-06,21088,4770,   -1147,    1772,27998,   -2263,16318,-2919.0
762,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-29,22235,2998,   -1529,     -85,30261,   -1792,19237,-1444.0
763,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-22,23764,3083,    -936,     345,32053,    -276,20681,-1281.0
764,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-15,24700,2738,    -891,   -2111,32329,   -5919,21962,1220.0
765,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-08,25591,4849,    2257,     687,38248,    1971,20742,1570.0
766,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-01,23334,4162,   -1149,    1024,36277,   -1675,19172,-2173.0
767,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-25,24483,3138,   -2311,     240,37952,   -1593,21345,-2551.0
768,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-18,26794,2898,   -2652,    -463,39545,   -3279,23896,-2189.0
769,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-11,29446,3361,   -5666,   -2082,42824,   -5693,26085,-3584.0
770,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-04,35112,5443,    2019,   -1905,48517,    1463,29669,3924.0
771,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-27,33093,7348,    1708,     943,47054,    2496,25745,765.0
772,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-20,31385,6405,   -1792,     904,44558,   -2208,24980,-2696.0
773,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-13,33177,5501,   -2069,     409,46766,   -3386,27676,-2478.0
774,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-06,35246,5092,  -10766,   -5757,50152,  -10267,30154,-5009.0
775,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-30,46012,10849,    7658,    4692,60419,    9016,35163,2966.0
776,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-23,38354,6157,    3752,     335,51403,    4483,32197,3417.0
777,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-16,34602,5822,   -5878,    1287,46920,  -11201,28780,-7165.0
778,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-09,40480,4535,   -2524,    -396,58121,    2419,35945,-2128.0
779,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-02,43004,4931,    -649,    -330,55702,   -1873,38073,-319.0
780,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-23,43653,5261,   -2075,   -2885,57575,   -1158,38392,810.0
781,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-16,45728,8146,     -35,    3372,58733,    -206,37582,-3407.0
782,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-09,45763,4774,   -7562,   -6112,58939,   -8344,40989,-1450.0
783,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-02,53325,10886,    9173,    4280,67283,    7953,42439,4893.0
784,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-26,44152,6606,    7820,     345,59330,   10191,37546,7475.0
785,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-19,36332,6261,   -3832,    -394,49139,   -3088,30071,-3438.0
786,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-12,40164,6655,   -8459,   -2570,52227,   -9829,33509,-5889.0
787,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-05,48623,9225,   -2427,   -2791,62056,   -1128,39398,364.0
788,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-29,51050,12016,    5077,     173,63184,    3392,39034,4904.0
789,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-22,45973,11843,    8394,      34,59792,    8521,34130,8360.0
790,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-15,37579,11809,    8440,   -3267,51271,    2677,25770,11707.0
791,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-08,29139,15076,    5452,   -4169,48594,    8914,14063,9621.0
792,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-01,23687,19245,    1026,   -1965,39680,    -178,4442,2991.0
793,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-24,22661,21210,    1082,   -1457,39858,   -2407,1451,2539.0
794,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-17,21579,22667,    5043,     529,42265,    5019,-1088,4514.0
795,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-09,16536,22138,    1628,    1136,37246,    1277,-5602,492.0
796,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-03,14908,21002,    2118,    -713,35969,    -191,-6094,2831.0
797,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-27,12790,21715,     313,    -715,36160,    -459,-8925,1028.0
798,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-20,12477,22430,    1587,    2049,36619,    2728,-9953,-462.0
799,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-13,10890,20381,     332,     746,33891,    2017,-9491,-414.0
800,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-06,10558,19635,    1764,    2331,31874,    2098,-9077,-567.0
801,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-29,8794,17304,   -2119,   -3671,29776,   -3928,-8510,1552.0
802,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-22,10913,20975,     478,    1418,33704,    -695,-10062,-940.0
803,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-15,10435,19557,     593,    3088,34399,   -3754,-9122,-2495.0
804,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-08,9842,16469,    1269,    6214,38153,    7802,-6627,-4945.0
805,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-01,8573,10255,    2698,   -3429,30351,    3034,-1682,6127.0
806,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-25,5875,13684,    1941,    2500,27317,    2146,-7809,-559.0
807,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-18,3934,11184,   -2214,   -4516,25171,   -2692,-7250,2302.0
808,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-11,6148,15700,   -1357,   -3698,27863,    -758,-9552,2341.0
809,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-04,7505,19398,    1076,    3404,28621,    2818,-11893,-2328.0
810,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-28,6429,15994,   -1631,   -1474,25803,   -1304,-9565,-157.0
811,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-21,8060,17468,    2856,    4198,27107,    5672,-9408,-1342.0
812,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-14,5204,13270,      69,    1504,21435,    1191,-8066,-1435.0
813,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-07,5135,11766,     498,     812,20244,     126,-6631,-314.0
814,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-30,4637,10954,    -233,   -1053,20118,    -414,-6317,820.0
815,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-23,4870,12007,     734,    -224,20532,      62,-7137,958.0
816,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-16,4136,12231,   -8461,   -1877,20470,  -21759,-8095,-6584.0
817,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-09,12597,14108,   -1497,   -3092,42229,    2199,-1511,1595.0
818,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-02,14094,17200,     305,    2460,40030,    2984,-3106,-2155.0
819,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-26,13789,14740,    4041,    5926,37046,    6715,-951,-1885.0
820,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-19,9748,8814,    -448,    2266,30331,    2187,934,-2714.0
821,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-12,10196,6548,      70,    2800,28144,    4406,3648,-2730.0
822,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-05,10126,3748,   -1574,    1054,23738,    1515,6378,-2628.0
823,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-28,11700,2694,   -1601,     -51,22223,   -1108,9006,-1550.0
824,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-21,13301,2745,     780,   -1897,23331,    -562,10556,2677.0
825,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-14,12521,4642,    -879,     606,23893,     217,7879,-1485.0
826,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-07,13400,4036,    2253,    -444,23676,     471,9364,2697.0
827,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-31,11147,4480,     514,     563,23205,   -1473,6667,-49.0
828,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-24,10633,3917,   -3683,    1318,24678,    1847,6716,-5001.0
829,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-17,14316,2599,   -1861,    1385,22831,   -6464,11717,-3246.0
830,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-10,16177,1214,    2597,    -217,29295,    5109,14963,2814.0
831,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-03,13580,1431,    -533,     -68,24186,    1608,12149,-465.0
832,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-24,14113,1499,   -1113,     295,22578,   -2459,12614,-1408.0
833,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-17,15226,1204,    3197,    -229,25037,    6358,14022,3426.0
834,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-10,12029,1433,    -197,    -266,18679,    -668,10596,69.0
835,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-03,12226,1699,    1908,    -120,19347,     547,10527,2028.0
836,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-27,10318,1819,    2437,     -68,18800,    3369,8499,2505.0
837,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-20,7881,1887,     542,      46,15431,    1547,5994,496.0
838,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-13,7339,1841,   -1007,    -929,13884,   -2040,5498,-78.0
839,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-06,8346,2770,      56,     500,15924,     218,5576,-444.0
840,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-30,8290,2270,    -257,    -418,15706,      46,6020,161.0
841,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-22,8547,2688,   -1703,     957,15660,    -906,5859,-2660.0
842,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-16,10250,1731,   -7829,     483,16566,  -24936,8519,-8312.0
843,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-09,18079,1248,     242,       6,41502,    2120,16831,236.0
844,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-02,17837,1242,   -2732,    -483,39382,   -1433,16595,-2249.0
845,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-25,20569,1725,     979,     640,40815,    2501,18844,339.0
846,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-18,19590,1085,   -1092,     -84,38314,    -365,18505,-1008.0
847,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-11,20682,1169,    -375,     163,38679,     381,19513,-538.0
848,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-04,21057,1006,     684,    -326,38298,    -981,20051,1010.0
849,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-28,20373,1332,   -7393,    -320,39279,   -4761,19041,-7073.0
850,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-21,27766,1652,    1092,    -112,44040,   -2565,26114,1204.0
851,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-14,26674,1764,     727,    -584,46605,    1433,24910,1311.0
852,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-07,25947,2348,    -969,     413,45172,   -1055,23599,-1382.0
853,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-30,26916,1935,   -3422,    -693,46227,   -3475,24981,-2729.0
854,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-23,30338,2628,   -9964,     181,49702,   -3170,27710,-10145.0
855,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-16,40302,2447,    -422,   -4030,52872,  -26106,37855,3608.0
856,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-09,40724,6477,    3704,     787,78978,   29583,34247,2917.0
857,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-02,37020,5690,    4746,    1536,49395,    5672,31330,3210.0
858,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-26,32274,4154,    2774,     753,43723,    1977,28120,2021.0
859,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-19,29500,3401,    8982,      31,41746,    8473,26099,8951.0
860,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-12,20518,3370,    1561,   -5202,33273,    1252,17148,6763.0
861,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-05,18957,8572,   -2683,   -2193,32021,   -4607,10385,-490.0
862,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-29,21640,10765,   -1981,   -6765,36628,   -1469,10875,4784.0
863,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-22,23621,17530,   -1548,   -3731,38097,   -1008,6091,2183.0
